,name,basekV,latitude,longitude
1124,d5472341-1_int,7.2,46.64835404,-119.2105506
1125,f739842,7.2,46.64837412,-119.2106072
1126,l0247162,7.2,46.6483,-119.2106
1127,m1008742,7.2,46.60100338,-119.246354
1128,l3029495,7.2,46.6009711,-119.2468288
1129,d5565090-1_int,7.2,46.60091778,-119.2472078
1130,e182744,7.2,46.60088084,-119.2477052
1131,l2801895,7.2,46.60131286,-119.2482271
1132,p827495,7.2,46.64801056,-119.2090653
1133,m1026466,7.2,46.64806348,-119.2087856
1134,d5865224-1_int,7.2,46.6480709,-119.208749
1135,f739841,7.2,46.648083,-119.2086814
1136,l0247160,7.2,46.64806,-119.20868
1137,m1026486,7.2,46.64942416,-119.2113918
1138,m1026488,7.2,46.64949368,-119.2115571
1139,d6047588-1_int,7.2,46.64950836,-119.2115949
1140,f739844,7.2,46.64952884,-119.2116406
1141,l0247171,7.2,46.6495,-119.21164
1142,n1136030,7.2,46.73937544,-119.1996405
1143,d5804798-3_int,7.2,46.73965466,-119.1995847
1144,m1047766,7.2,46.73980712,-119.1995374
1145,l3216344,7.2,46.73962452,-119.1986185
1146,m1047768,7.2,46.7404342,-119.1992259
1147,p827554,7.2,46.74049164,-119.1992092
1148,p827509,7.2,46.73916434,-119.199767
1149,n1136029,7.2,46.73921362,-119.1998638
1150,m1047767,7.2,46.74002766,-119.2014621
1151,l2860484,7.2,46.74142108,-119.2006198
1152,d5623395-1_int,7.2,46.74030804,-119.2023001
1153,l2879068,7.2,46.740844,-119.2030396
1154,m1047773,7.2,46.74155184,-119.2044645
1155,n1136027,7.2,46.73895752,-119.1994669
1156,d6409775-4_int,7.2,46.73856566,-119.199167
1157,l2876796,7.2,46.73833938,-119.1986337
1158,m1047756,7.2,46.73785448,-119.1979801
1159,l2897774,7.2,46.67904294,-119.1867765
1160,l2822867,7.2,46.68024962,-119.1873511
1161,n1138594,7.2,46.69313232,-119.2200522
1162,d5774470-2_int,7.2,46.69217484,-119.2199498
1163,m1026679,7.2,46.69113282,-119.2198702
1164,p827537,7.2,46.69100924,-119.2198347
1165,l3122827,7.2,46.69004008,-119.2195569
1166,l2954355,7.2,46.68931934,-119.220065
1167,n1147859,7.2,46.7175548,-119.2372144
1168,p827573,7.2,46.71755608,-119.2373304
1169,l2710542,7.2,46.71757584,-119.2376904
1170,l2729430,7.2,46.7176066,-119.2382951
1171,d6017316-1_int,7.2,46.71787492,-119.2385918
1172,l2766742,7.2,46.7179813,-119.2401013
1173,m1009820,7.2,46.71814936,-119.2416341
1174,p827536,7.2,46.72043622,-119.2239375
1175,n1137999,7.2,46.7202572,-119.2239454
1176,d6440002-2_int,7.2,46.7196173,-119.2239706
1177,l2876813,7.2,46.7191047,-119.2239964
1178,l2785531,7.2,46.7179634,-119.2239538
1179,l3216358,7.2,46.71665666,-119.2239545
1180,m1027056,7.2,46.75983222,-119.2279599
1181,n1144667,7.2,46.76028468,-119.2280021
1182,d5712587-2_int,7.2,46.76099878,-119.2280437
1183,l3083019,7.2,46.76162578,-119.2281071
1184,l3066826,7.2,46.73238132,-119.1820816
1185,l3214549,7.2,46.6999685,-119.1481807
1186,l2802481,7.2,46.70084562,-119.1484247
1187,l2933165,7.2,46.73325542,-119.1738614
1188,n1136997,7.2,46.72056216,-119.1998732
1189,l3104123,7.2,46.72059086,-119.2003051
1190,l2804250,7.2,46.67349664,-119.1513134
1191,l2820583,7.2,46.67440946,-119.150861
1192,l2785515,7.2,46.70342678,-119.1623277
1193,l2861197,7.2,46.69139574,-119.1331109
1194,l3160896,7.2,46.69043076,-119.1336127
1195,l2936211,7.2,46.69226602,-119.1312572
1196,l2842329,7.2,46.69317894,-119.1304088
1197,l3066809,7.2,46.70451188,-119.1826679
1198,m1069487,7.2,46.70526934,-119.1820648
1199,n1140831,7.2,46.68925692,-119.2343063
1200,n1144664,7.2,46.72312828,-119.1999615
1201,l3197637,7.2,46.65085278,-119.1747859
1202,l2860487,7.2,46.65165688,-119.17363
1203,m1069488,7.2,46.7072155,-119.1821032
1204,l2673307,7.2,46.68999242,-119.1645587
1205,p901936,7.2,46.69152772,-119.1323113
1206,m1125955,7.2,46.6918597,-119.1318478
1207,m1125957,7.2,46.69192176,-119.1317576
1208,l3236004,7.2,46.69088822,-119.1303044
1209,m1125959,7.2,46.69233244,-119.1327465
1210,m1125961,7.2,46.69242288,-119.1327113
1211,p903490,7.2,46.69245694,-119.1326981
1212,p829956,7.2,46.68657768,-119.1233733
1213,p830058,7.2,46.6816545,-119.1013184
1214,m1166370,7.2,46.68178112,-119.1013127
1215,l3067506,7.2,46.68529536,-119.1012812
1216,l3141402,7.2,46.69100284,-119.2343125
1217,l3178972,7.2,46.72339412,-119.2010461
1218,l3160861,7.2,46.68734902,-119.12287069999999
1219,l2673323,7.2,46.71321898,-119.239353
1220,m1069227,7.2,46.66496918,-119.1786208
1221,l2748133,7.2,46.6662115,-119.1777778
1222,l3085399,7.2,46.66726738,-119.1770471
1223,p827503,7.2,46.70133644,-119.1864106
1224,m1069484,7.2,46.70219352,-119.1853251
1225,l2785517,7.2,46.70344164,-119.1838041
1226,n1137994,7.2,46.7016397,-119.1860265
1227,m1009809,7.2,46.71341182,-119.2405566
1228,l3141399,7.2,46.66087162,-119.1822106
1229,m1069210,7.2,46.660073,-119.183115
1230,l2710525,7.2,46.71381226,-119.2420276
1231,l3010567,7.2,46.66022756,-119.172167
1232,l2991911,7.2,46.65315586,-119.1700845
1233,l2973158,7.2,46.65421884,-119.1679067
1234,l2710510,7.2,46.64577436,-119.1806495
1235,l3197628,7.2,46.64654204,-119.1811305
1236,l2711225,7.2,46.68343316,-119.1203458
1237,l3030200,7.2,46.68402426,-119.1218849
1238,l2729406,7.2,46.69321048,-119.1622276
1239,l2897768,7.2,46.6932728,-119.1588923
1240,l2746587,7.2,46.71569208,-119.2376538
1241,n1147858,7.2,46.71577536,-119.2380318
1242,l2748125,7.2,46.70724912,-119.181128
1243,l2673303,7.2,46.70724808,-119.1802038
1244,l2767408,7.2,46.68098486,-119.1221089
1245,l3217053,7.2,46.6812067,-119.1228389
1246,l2785524,7.2,46.65639994,-119.1717689
1247,m1069201,7.2,46.65638126,-119.1714116
1248,l2804261,7.2,46.6241717,-119.2126832
1249,l3178980,7.2,46.6255612,-119.2126429
1250,m1108354,7.2,46.67454264,-119.1483119
1251,l2822865,7.2,46.67119534,-119.1516388
1252,l2916606,7.2,46.67119952,-119.152964
1253,l2841625,7.2,46.65781684,-119.1795701
1254,l3010566,7.2,46.65659522,-119.1792838
1255,l2842330,7.2,46.7190039,-119.1416373
1256,l3086002,7.2,46.71917548,-119.1406802
1257,l2860486,7.2,46.66193226,-119.1810382
1258,l2897767,7.2,46.70506308,-119.1800331
1259,l3254208,7.2,46.70519882,-119.1778102
1260,l2897779,7.2,46.62281774,-119.2123639
1261,l2898515,7.2,46.6875866,-119.1024577
1262,m1166387,7.2,46.68843754,-119.1025047
1263,l2822864,7.2,46.67067124,-119.1538103
1264,l2861158,7.2,46.72103634,-119.1135474
1265,l2954344,7.2,46.70514224,-119.1809003
1266,l2954350,7.2,46.6604958,-119.1779394
1267,m1069206,7.2,46.65886388,-119.1781312
1268,l2991640,7.2,46.683231,-119.1592611
1269,m1089160,7.2,46.68300832,-119.160999
1270,l2991933,7.2,46.71596842,-119.2389078
1271,l3122837,7.2,46.71625246,-119.2402932
1272,l2991943,7.2,46.63051682,-119.2059196
1273,m1047319,7.2,46.63102412,-119.2070996
1274,l3027156,7.2,46.73106224,-119.202018
1275,l2860481,7.2,46.73107876,-119.2039677
1276,l3030126,7.2,46.69173756,-119.1377169
1277,l3254870,7.2,46.69140802,-119.1384378
1278,l3030203,7.2,46.68370602,-119.1118364
1279,l3179673,7.2,46.68445132,-119.1120871
1280,l3045895,7.2,46.66875336,-119.1460991
1281,m1108329,7.2,46.66866092,-119.1476299
1282,l3048230,7.2,46.62963488,-119.2053859
1283,l3066810,7.2,46.69223222,-119.1807949
1284,l2897769,7.2,46.69213142,-119.1830124
1285,m1166386,7.2,46.68486282,-119.102033
1286,l3082981,7.2,46.68806946,-119.1557584
1287,m1108368,7.2,46.68771244,-119.1533421
1288,m1126031,7.2,46.71895742,-119.1392299
1289,l3101827,7.2,46.71604896,-119.1440103
1290,m1108540,7.2,46.71807326,-119.1431936
1291,l3122817,7.2,46.725104,-119.2366234
1292,l2673314,7.2,46.72562136,-119.2373503
1293,l3048222,7.2,46.71678368,-119.2427967
1294,l3157708,7.2,46.71093752,-119.2030118
1295,n1137991,7.2,46.71088582,-119.2027778
1296,l3160871,7.2,46.68246466,-119.1114689
1297,l3160878,7.2,46.67099946,-119.1436646
1298,l2917336,7.2,46.67377904,-119.1436757
1299,l3178977,7.2,46.65998166,-119.1757324
1300,l3160105,7.2,46.65915286,-119.1759707
1301,l3178997,7.2,46.62124214,-119.2114542
1302,m1026363,7.2,46.62166624,-119.2116994
1303,l3179682,7.2,46.66677246,-119.1403016
1304,l2786274,7.2,46.6670352,-119.139946
1305,l3216343,7.2,46.68851798,-119.1569152
1306,m3037455,7.2,46.68121968,-119.1228817
1307,l3235945,7.2,46.71895782,-119.1421825
1308,l3342743,7.2,46.72020736,-119.2087106
1309,m1026883,7.2,46.72424302,-119.2087781
1310,l3214055,7.2,46.61702838,-119.2176003
1311,m1026703,7.2,46.69426806,-119.2263628
1312,l2973166,7.2,46.69322472,-119.2263948
1313,m1026784,7.2,46.70406514,-119.2117051
1314,n1140523,7.2,46.70411114,-119.2119685
1315,p827511,7.2,46.71802264,-119.2087628
1316,m1026898,7.2,46.72512374,-119.2087814
1317,n1147863,7.2,46.7250594,-119.2365704
1318,m1027014,7.2,46.75616522,-119.2193974
1319,l2766750,7.2,46.62295142,-119.2088625
1320,l2766728,7.2,46.63110702,-119.1973997
1321,m1047318,7.2,46.6309951,-119.2083681
1322,l2841637,7.2,46.63097556,-119.2096227
1323,m1047478,7.2,46.70144904,-119.1894974
1324,l2766716,7.2,46.70084436,-119.1895682
1325,p827505,7.2,46.70276294,-119.1892253
1326,p901913,7.2,46.71102202,-119.2033945
1327,p827512,7.2,46.71759148,-119.2074268
1328,l2954345,7.2,46.72630956,-119.201468
1329,n1137987,7.2,46.73106128,-119.2013482
1330,n1137989,7.2,46.73199428,-119.2000379
1331,l2841638,7.2,46.64010086,-119.187247
1332,l3254210,7.2,46.645491,-119.1829292
1333,l3010565,7.2,46.65663112,-119.1689727
1334,l3104126,7.2,46.65653372,-119.1736768
1335,l2691945,7.2,46.65905728,-119.1739865
1336,m1069218,7.2,46.6619691,-119.1809975
1337,l2954351,7.2,46.66087394,-119.1801806
1338,l2897806,7.2,46.69499358,-119.1785217
1339,p901932,7.2,46.72882106,-119.1720608
1340,m3037540,7.2,46.67979154,-119.1547116
1341,l2935550,7.2,46.68014298,-119.157091
1342,m1089163,7.2,46.68414174,-119.1614637
1343,l3197626,7.2,46.68331102,-119.1554728
1344,l3066807,7.2,46.68529014,-119.1621857
1345,l3197627,7.2,46.68654392,-119.1608133
1346,l3085392,7.2,46.68874864,-119.1615135
1347,p860843,7.2,46.66650352,-119.1409022
1348,l2935552,7.2,46.66855586,-119.1502413
1349,m1108334,7.2,46.67006432,-119.1454317
1350,l2692664,7.2,46.66984944,-119.1448118
1351,l2916605,7.2,46.67201574,-119.1506986
1352,l3085394,7.2,46.67242054,-119.1525115
1353,m1108350,7.2,46.6741904,-119.1470415
1354,m1108360,7.2,46.67723936,-119.1481591
1355,l3048968,7.2,46.67798744,-119.1484469
1356,l3085393,7.2,46.68871784,-119.1533486
1357,m1108524,7.2,46.71572356,-119.1549508
1358,n1136031,7.2,46.7161866,-119.1549468
1359,p829796,7.2,46.71618604,-119.1462902
1360,p895107,7.2,46.69298222,-119.1377453
1361,l3179608,7.2,46.71896356,-119.1386593
1362,l2730107,7.2,46.7201959,-119.137504
1363,p829962,7.2,46.68076592,-119.1210984
1364,m1142833,7.2,46.68075822,-119.121257
1365,m1142835,7.2,46.68084476,-119.1211441
1366,l3104853,7.2,46.68132554,-119.1214225
1367,n1141480,7.2,46.6842032,-119.1194496
1368,p829975,7.2,46.6823162,-119.1115866
1369,l3048966,7.2,46.6842702,-119.1028479
1370,l3198347,7.2,46.68887796,-119.1044357
1371,l3048946,7.2,46.68965676,-119.1025821
1372,m1166398,7.2,46.71834258,-119.1018492
1373,l3142050,7.2,46.7190103,-119.1009512
1374,m1209795,7.2,46.68456954,-119.0852669
1375,l2936268,7.2,46.68537016,-119.0857426
1376,l2839332,7.2,46.6861094,-119.0807156
1377,l3197642,7.2,46.68887518,-119.2332475
1378,l3217052,7.2,46.6812625,-119.1241023
1379,l3086074,7.2,46.6822612,-119.1237196
1380,l2822862,7.2,46.68060298,-119.154943
1381,m4113345,7.2,46.71072704,-119.2020591
1382,l3197640,7.2,46.71043206,-119.2007236
1383,l3197625,7.2,46.71694306,-119.1545054
1384,n1136359,7.2,46.7288212,-119.1721461
1385,l3008237,7.2,46.72882186,-119.1726395
1386,n1136994,7.2,46.71779586,-119.207301
1387,l2785521,7.2,46.71829196,-119.2069955
1388,n1137958,7.2,46.70269846,-119.1892386
1389,l3122814,7.2,46.73248794,-119.2002104
1390,l2766724,7.2,46.70417508,-119.2123351
1391,n1140527,7.2,46.71819248,-119.2087588
1392,p895113,7.2,46.6841393,-119.119524
1393,n1142107,7.2,46.71626388,-119.1458385
1394,p859694,7.2,46.71563332,-119.2373872
1395,n1140821,7.2,46.69405536,-119.2230691
1396,l3189188,7.2,46.69406458,-119.2233405
1397,l3254209,7.2,46.70166366,-119.1899463
1398,l2691950,7.2,46.65553432,-119.1712321
1399,l2916609,7.2,46.6553634,-119.1700336
1400,l2710509,7.2,46.67980366,-119.1546562
1401,m1108364,7.2,46.68017766,-119.1529468
1402,l2727795,7.2,46.65390948,-119.1728939
1403,l2972704,7.2,46.6539045,-119.1734431
1404,m4122657,7.2,46.71553226,-119.1062174
1405,l3235245,7.2,46.70083504,-119.1907447
1406,l2766746,7.2,46.75965372,-119.2211176
1407,m1027073,7.2,46.76123126,-119.2211954
1408,l2820528,7.2,46.7251545,-119.2271757
1409,l2745799,7.2,46.72559004,-119.2271728
1410,l3066806,7.2,46.68079882,-119.1538609
1411,l2822870,7.2,46.70548334,-119.2112093
1412,l2766725,7.2,46.70504606,-119.212167
1413,l2954352,7.2,46.65066478,-119.1695774
1414,l2860492,7.2,46.6412677,-119.1879439
1415,l2841645,7.2,46.76063024,-119.215126
1416,l3066829,7.2,46.76022108,-119.2149715
1417,l2895496,7.2,46.68670852,-119.1253629
1418,m1142873,7.2,46.68670378,-119.1262291
1419,l3778577,7.2,46.69232504,-119.1839278
1420,l2897790,7.2,46.7271781,-119.171265
1421,l2935566,7.2,46.72641968,-119.1704716
1422,l2933120,7.2,46.70931872,-119.1821333
1423,l3104117,7.2,46.71034118,-119.1790083
1424,l2937757,7.2,46.70993024,-119.085172
1425,l3067448,7.2,46.71080208,-119.084263
1426,l2955006,7.2,46.71772282,-119.1431676
1427,l2692600,7.2,46.71715598,-119.1426144
1428,l3263051,7.2,46.65447466,-119.174046
1429,l2897775,7.2,46.6563018,-119.1669037
1430,l3029505,7.2,46.7135814,-119.1940144
1431,l2673318,7.2,46.71322434,-119.192564
1432,l3048228,7.2,46.67795146,-119.1548812
1433,l2991940,7.2,46.67843642,-119.1534392
1434,l2763407,7.2,46.7116136,-119.0805461
1435,m1069494,7.2,46.7121306,-119.1788058
1436,l3104118,7.2,46.76239836,-119.2211615
1437,l2748126,7.2,46.76353834,-119.2211793
1438,l3141396,7.2,46.69988962,-119.1865534
1439,l3066808,7.2,46.69811478,-119.188292
1440,l3235251,7.2,46.6595147,-119.1773162
1441,l3160862,7.2,46.68667808,-119.1305877
1442,l3104850,7.2,46.68670004,-119.1328517
1443,l3197661,7.2,46.72516516,-119.2087767
1444,l3122848,7.2,46.72613624,-119.2087801
1445,l3198356,7.2,46.67363398,-119.1460586
1446,m1108345,7.2,46.67305634,-119.145279
1447,l3235241,7.2,46.7609476,-119.2197672
1448,l2691941,7.2,46.75945212,-119.218892
1449,l3235242,7.2,46.71609992,-119.1681465
1450,m1089195,7.2,46.71414214,-119.1683668
1451,l3235267,7.2,46.7610014,-119.2184287
1452,m1027068,7.2,46.76093236,-119.2173369
1453,l3254219,7.2,46.6361518,-119.1914379
1454,l3254220,7.2,46.63706328,-119.191559
1455,m1125943,7.2,46.685023,-119.1390725
1456,m1069199,7.2,46.65447218,-119.1752698
1457,l3552667,7.2,46.68669464,-119.1271767
1458,l3141395,7.2,46.6922272,-119.1850168
1459,l2879092,7.2,46.68654592,-119.2386275
1460,n1141475,7.2,46.68657428,-119.2376198
1461,n1140832,7.2,46.6888754,-119.2344138
1462,m1026705,7.2,46.69444234,-119.2264173
1463,l2710532,7.2,46.69484464,-119.2262392
1464,n1140829,7.2,46.69434536,-119.226387
1465,n1140822,7.2,46.69441724,-119.2241293
1466,p827561,7.2,46.69453576,-119.2264465
1467,n1140522,7.2,46.7054107,-119.2109538
1468,n1140520,7.2,46.70790974,-119.20909
1469,n1147860,7.2,46.71832454,-119.2372018
1470,n1147861,7.2,46.71953058,-119.2371963
1471,l2785529,7.2,46.72064806,-119.2205172
1472,p895409,7.2,46.7246712,-119.2284149
1473,m1026895,7.2,46.72515794,-119.2282201
1474,l3270853,7.2,46.75834476,-119.2206194
1475,l3235268,7.2,46.76222316,-119.2172282
1476,m1027066,7.2,46.76080312,-119.2150927
1477,m1027071,7.2,46.76107328,-119.2195646
1478,l2879089,7.2,46.76122386,-119.2219882
1479,l3104157,7.2,46.62487314,-119.2055138
1480,l3254205,7.2,46.63623214,-119.2093417
1481,l2991921,7.2,46.63145108,-119.2067473
1482,n1136661,7.2,46.7138719,-119.1943239
1483,n1137996,7.2,46.71501232,-119.192032
1484,l2785525,7.2,46.65447218,-119.1764995
1485,l3085400,7.2,46.65912336,-119.183913
1486,m1069312,7.2,46.67135068,-119.1786725
1487,m1069335,7.2,46.67299034,-119.1776901
1488,p827564,7.2,46.67307886,-119.1775178
1489,m1069348,7.2,46.67331888,-119.1765046
1490,m1069356,7.2,46.67364758,-119.174892
1491,m1069363,7.2,46.67384132,-119.1737707
1492,m1069364,7.2,46.67393236,-119.1721876
1493,m1069365,7.2,46.67403438,-119.1714056
1494,l3235243,7.2,46.67408752,-119.1700049
1495,m1069437,7.2,46.69226836,-119.1799065
1496,n1139259,7.2,46.69226998,-119.179306
1497,n1139258,7.2,46.69226052,-119.1800991
1498,p827575,7.2,46.6922719,-119.1798195
1499,p827507,7.2,46.70063336,-119.1859752
1500,m1069489,7.2,46.70826354,-119.1821168
1501,l2745806,7.2,46.7121323,-119.1777615
1502,m1069548,7.2,46.72785484,-119.1718577
1503,n1136358,7.2,46.7279568,-119.17212
1504,n1136357,7.2,46.72763948,-119.1716691
1505,p901931,7.2,46.72791086,-119.1719068
1506,p860892,7.2,46.653907,-119.1718597
1507,l3029497,7.2,46.68997862,-119.1599537
1508,l2673306,7.2,46.70254348,-119.1641079
1509,l3141393,7.2,46.71410878,-119.1702978
1510,p895089,7.2,46.7169594,-119.1680325
1511,l2898526,7.2,46.66530598,-119.1417184
1512,l2875754,7.2,46.66802466,-119.1435132
1513,m1108347,7.2,46.67354042,-119.1449577
1514,m1108355,7.2,46.67475438,-119.1443719
1515,m1108352,7.2,46.67439162,-119.1429404
1516,m1108356,7.2,46.67483822,-119.1414539
1517,l2842390,7.2,46.67582842,-119.1415314
1518,l2674052,7.2,46.6745973,-119.1404254
1519,l2897766,7.2,46.6805334,-119.1513559
1520,l2897770,7.2,46.6875893,-119.1521454
1521,m1108375,7.2,46.6960607,-119.1410006
1522,l3160793,7.2,46.69562358,-119.1417597
1523,m1108508,7.2,46.71253932,-119.1545115
1524,l3097861,7.2,46.71123254,-119.1545121
1525,m1108514,7.2,46.71393324,-119.1545149
1526,m1108520,7.2,46.71532714,-119.1545174
1527,l2804277,7.2,46.7153246,-119.1535941
1528,p895075,7.2,46.71578076,-119.1550133
1529,m1125974,7.2,46.6931799,-119.1325774
1530,m1125979,7.2,46.69335914,-119.1332293
1531,l2917255,7.2,46.69459156,-119.1327381
1532,p895111,7.2,46.68670604,-119.1241661
1533,m1166358,7.2,46.68022404,-119.1014661
1534,l3030205,7.2,46.6797476,-119.1023517
1535,m1166364,7.2,46.68128628,-119.1013504
1536,l3179637,7.2,46.71964526,-119.1016563
1537,n1138606,7.2,46.67273792,-119.1781525
1538,l3027124,7.2,46.71412868,-119.1085821
1539,l2729423,7.2,46.72791918,-119.1724425
1540,n1137956,7.2,46.70049866,-119.1860799
1541,l3178979,7.2,46.71495626,-119.1919268
1542,n1137998,7.2,46.7248349,-119.2283494
1543,l2710543,7.2,46.69225674,-119.1786958
1544,n1139543,7.2,46.65390742,-119.1720436
1545,l2729410,7.2,46.70791004,-119.2087007
1546,l2935560,7.2,46.6938322,-119.2238138
1547,l2841631,7.2,46.68913544,-119.2347349
1548,m1009655,7.2,46.68665874,-119.2377114
1549,l3177881,7.2,46.71832458,-119.237519
1550,l3122818,7.2,46.71971162,-119.2382222
1551,p1197121,7.2,46.67189274,-119.1323307
1552,l3104796,7.2,46.69318926,-119.1325761
1553,l2805031,7.2,46.67235206,-119.1329453
1554,l3067507,7.2,46.68155562,-119.119966
1555,l2673300,7.2,46.60285322,-119.2397418
1556,m1008753,7.2,46.60215496,-119.239724
1557,l2691939,7.2,46.71932402,-119.2453321
1558,l2860478,7.2,46.72021176,-119.2454047
1559,l2711234,7.2,46.6630469,-119.1407456
1560,l3198355,7.2,46.66317248,-119.1387152
1561,l2822858,7.2,46.72112028,-119.2453549
1562,l2876846,7.2,46.74573608,-119.1901908
1563,l3048203,7.2,46.74557656,-119.1852094
1564,l3048200,7.2,46.6009031,-119.2421348
1565,m1008733,7.2,46.600012,-119.2418187
1566,l3104114,7.2,46.7183495,-119.2444106
1567,m1009824,7.2,46.71837808,-119.2453616
1568,l2805037,7.2,46.66328612,-119.1368216
1569,l3225319,7.2,46.59981604,-119.2418256
1570,l3048201,7.2,46.59908694,-119.2418513
1571,l3254234,7.2,46.71826556,-119.2429947
1572,m1008743,7.2,46.60114094,-119.2449533
1573,l3104115,7.2,46.60020206,-119.2448511
1574,m1008746,7.2,46.60136702,-119.2436534
1575,l3141390,7.2,46.60097066,-119.2393125
1576,m1009843,7.2,46.72068934,-119.2524845
1577,l3251806,7.2,46.72034448,-119.252932
1578,l2879079,7.2,46.61220752,-119.2235631
1579,l2991917,7.2,46.61189582,-119.2215009
1580,l2766726,7.2,46.61578524,-119.2172608
1581,m1047442,7.2,46.6824748,-119.1943722
1582,l3235250,7.2,46.68305676,-119.1952292
1583,m1047447,7.2,46.6841149,-119.1973043
1584,l2954349,7.2,46.68470844,-119.1978808
1585,m1047792,7.2,46.74572292,-119.1965156
1586,m1047794,7.2,46.7459426,-119.1978377
1587,m1069543,7.2,46.7269413,-119.178347
1588,m1069557,7.2,46.72895396,-119.1789358
1589,m1108302,7.2,46.66337456,-119.1438648
1590,l3236011,7.2,46.66313842,-119.1443973
1591,m1125978,7.2,46.69329484,-119.1366523
1592,l3254869,7.2,46.69194154,-119.1369871
1593,l2710537,7.2,46.60237934,-119.2411727
1594,m1008752,7.2,46.60180844,-119.2424017
1595,l2879072,7.2,46.68221122,-119.1897367
1596,m1047441,7.2,46.6823917,-119.193657
1597,l2989596,7.2,46.7288323,-119.1816039
1598,l2822873,7.2,46.72903886,-119.1831017
1599,m1008758,7.2,46.60329396,-119.2394407
1600,m1047444,7.2,46.68337004,-119.1948608
1601,m1069535,7.2,46.726153,-119.1790155
1602,l3104120,7.2,46.64342898,-119.1840832
1603,l2954338,7.2,46.71838632,-119.2458877
1604,l2710514,7.2,46.74206266,-119.198754
1605,m1047787,7.2,46.74419338,-119.1981099
1606,l2711224,7.2,46.66904064,-119.1327737
1607,m1125905,7.2,46.66927986,-119.1316417
1608,m1026308,7.2,46.60388892,-119.2363603
1609,l2897800,7.2,46.75024278,-119.1972297
1610,m1047809,7.2,46.75061874,-119.1972831
1611,l2935553,7.2,46.74525632,-119.2099288
1612,m1026987,7.2,46.74691802,-119.2109635
1613,l3157710,7.2,46.74522046,-119.1978069
1614,m1047793,7.2,46.7459301,-119.1975975
1615,l2804247,7.2,46.60246788,-119.246578
1616,m1047777,7.2,46.74217954,-119.2057075
1617,l2748131,7.2,46.74301288,-119.2072866
1618,m1047812,7.2,46.75175596,-119.1975817
1619,m4350438,7.2,46.7520677,-119.1975706
1620,m1047819,7.2,46.75560352,-119.2079275
1621,m1047821,7.2,46.75637604,-119.2072262
1622,l2684420,7.2,46.75658456,-119.2069978
1623,l2785516,7.2,46.64344196,-119.1524778
1624,l2748839,7.2,46.66961902,-119.1302336
1625,l3142098,7.2,46.66895378,-119.1314461
1626,l2917310,7.2,46.66905388,-119.1294063
1627,l2916610,7.2,46.69665194,-119.22414
1628,l2673326,7.2,46.7206636,-119.254279
1629,l2691938,7.2,46.72066382,-119.2550375
1630,l2673343,7.2,46.74842126,-119.2146855
1631,l2764436,7.2,46.74933736,-119.2161793
1632,m1047824,7.2,46.75777564,-119.2070705
1633,m1009840,7.2,46.72012002,-119.2554245
1634,l2710512,7.2,46.756706,-119.1952492
1635,m1047828,7.2,46.7585694,-119.1941982
1636,l2710513,7.2,46.75797798,-119.1926824
1637,p827553,7.2,46.75784164,-119.1894468
1638,l2726974,7.2,46.7411027,-119.1823006
1639,l2916618,7.2,46.7417862,-119.1835897
1640,l2729409,7.2,46.72128882,-119.2489727
1641,l2841624,7.2,46.72098154,-119.2475326
1642,l2729427,7.2,46.7436025,-119.2079313
1643,m1047786,7.2,46.74404148,-119.2085015
1644,l3254212,7.2,46.64325474,-119.1903276
1645,l2785512,7.2,46.75342942,-119.2071686
1646,m1047813,7.2,46.7517948,-119.2069218
1647,m1108274,7.2,46.64382028,-119.1499283
1648,l2786273,7.2,46.64406046,-119.1483397
1649,m1108278,7.2,46.64433728,-119.1465196
1650,l2801896,7.2,46.7200316,-119.2522543
1651,m1009839,7.2,46.71996382,-119.2535487
1652,l2804269,7.2,46.74256596,-119.1799609
1653,l2989564,7.2,46.74322522,-119.1806724
1654,l3104145,7.2,46.73241338,-119.1766814
1655,m1069412,7.2,46.6802872,-119.1873974
1656,l2879767,7.2,46.6719025,-119.1346294
1657,l2767407,7.2,46.67281484,-119.1351299
1658,l2897765,7.2,46.75431538,-119.2091294
1659,l2897791,7.2,46.7370816,-119.1820092
1660,m1069613,7.2,46.73704108,-119.1820188
1661,l3235273,7.2,46.73489988,-119.1735388
1662,l2935568,7.2,46.75317106,-119.1966313
1663,l3235246,7.2,46.75561824,-119.1954704
1664,l2936275,7.2,46.67682492,-119.0847642
1665,l3179674,7.2,46.67624654,-119.0833718
1666,m1009828,7.2,46.71844086,-119.2474134
1667,l2954339,7.2,46.60092036,-119.2432096
1668,l2954346,7.2,46.75885022,-119.1942924
1669,m1047831,7.2,46.76058254,-119.1932076
1670,l2954361,7.2,46.73949226,-119.1829968
1671,m1069627,7.2,46.73874152,-119.1832247
1672,l2955005,7.2,46.69315998,-119.1406118
1673,m1108372,7.2,46.6932894,-119.1411386
1674,l2973152,7.2,46.7420644,-119.205445
1675,l2989432,7.2,46.75020092,-119.1961301
1676,l3066830,7.2,46.74973448,-119.1948427
1677,l2991902,7.2,46.60354272,-119.237929
1678,l2991910,7.2,46.6817018,-119.1892591
1679,l3029506,7.2,46.71391664,-119.2035486
1680,m1047518,7.2,46.71272542,-119.2040566
1681,l3029510,7.2,46.72155678,-119.2507974
1682,l3048199,7.2,46.7669105,-119.2053533
1683,m1047837,7.2,46.76714682,-119.2039287
1684,l3048207,7.2,46.74466844,-119.2094251
