,name,element,length_unit,z_matrix,length,from_bus,to_bus,num_phases,is_switch,is_open
1044,ln5653478-1,line,3,"[[0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         1.63381629+0.89682971j 0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]]",0.033321905,m1069554,l3160115,1,False,False
1045,ln6320355-1,line,3,"[[0.       +0.j         0.       +0.j         0.       +0.j        ]
 [0.       +0.j         1.6746562+0.93456034j 0.       +0.j        ]
 [0.       +0.j         0.       +0.j         0.       +0.j        ]]",0.080381369,l3160115,l2935567,1,False,False
1046,ln5625547-1,line,3,"[[0.       +0.j         0.       +0.j         0.       +0.j        ]
 [0.       +0.j         1.6746562+0.93456034j 0.       +0.j        ]
 [0.       +0.j         0.       +0.j         0.       +0.j        ]]",0.006811498,m1089119,p827521,1,False,False
1047,ln5955074-3,line,3,"[[0.       +0.j         0.       +0.j         0.       +0.j        ]
 [0.       +0.j         1.6746562+0.93456034j 0.       +0.j        ]
 [0.       +0.j         0.       +0.j         0.       +0.j        ]]",0.009140775,p827521,n1139546,1,False,False
1048,ln0955074_sw,line,0,"[[0.   +0.j    0.   +0.j    0.   +0.j   ]
 [0.   +0.j    0.001+0.001j 0.   +0.j   ]
 [0.   +0.j    0.   +0.j    0.   +0.j   ]]",0.001,n1139546,d5955074-2_int,1,True,False
1049,ln5955074-2,line,3,"[[0.       +0.j         0.       +0.j         0.       +0.j        ]
 [0.       +0.j         1.6746562+0.93456034j 0.       +0.j        ]
 [0.       +0.j         0.       +0.j         0.       +0.j        ]]",0.08556852,d5955074-2_int,l2970842,1,False,False
1050,ln6409873-1,line,3,"[[0.       +0.j         0.       +0.j         0.       +0.j        ]
 [0.       +0.j         1.6746562+0.93456034j 0.       +0.j        ]
 [0.       +0.j         0.       +0.j         0.       +0.j        ]]",0.071877523,l2970842,m1089113,1,False,False
1051,ln5835141-1,line,3,"[[0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         1.12230152+0.89636485j 0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]]",0.076013507,m1089113,l2691946,1,False,False
1052,ln6046042-1,line,3,"[[0.       +0.j         0.       +0.j         0.       +0.j        ]
 [0.       +0.j         1.6746562+0.93456034j 0.       +0.j        ]
 [0.       +0.j         0.       +0.j         0.       +0.j        ]]",0.44113502,m1089113,m1089103,1,False,False
1053,ln6047558-1,line,3,"[[0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         1.63381629+0.89682971j 0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]]",0.10941816,m1089103,l2673305,1,False,False
1054,ln6138597-1,line,3,"[[0.       +0.j         0.       +0.j         0.       +0.j        ]
 [0.       +0.j         1.6746562+0.93456034j 0.       +0.j        ]
 [0.       +0.j         0.       +0.j         0.       +0.j        ]]",0.064029768,m1089103,l3048196,1,False,False
1055,ln6411366-1,line,3,"[[0.       +0.j         0.       +0.j         0.       +0.j        ]
 [0.       +0.j         1.6746562+0.93456034j 0.       +0.j        ]
 [0.       +0.j         0.       +0.j         0.       +0.j        ]]",0.27540391,l3048196,m1089097,1,False,False
1056,ln6077773-1,line,3,"[[0.        +0.j        0.        +0.j        0.        +0.j       ]
 [0.        +0.j        1.67723073+0.9324109j 0.        +0.j       ]
 [0.        +0.j        0.        +0.j        0.        +0.j       ]]",0.083122982,m1089097,m1108270,1,False,False
1057,ln5803267-1,line,3,"[[0.       +0.j         0.       +0.j         0.       +0.j        ]
 [0.       +0.j         1.6746562+0.93456034j 0.       +0.j        ]
 [0.       +0.j         0.       +0.j         0.       +0.j        ]]",0.14293338,m1089097,m1108268,1,False,False
1058,ln5500971-1,line,3,"[[0.       +0.j         0.       +0.j         0.       +0.j        ]
 [0.       +0.j         1.6746562+0.93456034j 0.       +0.j        ]
 [0.       +0.j         0.       +0.j         0.       +0.j        ]]",0.42534594,m1108268,m1108267,1,False,False
1059,ln5472340-1,line,3,"[[0.       +0.j         0.       +0.j         0.       +0.j        ]
 [0.       +0.j         1.6746562+0.93456034j 0.       +0.j        ]
 [0.       +0.j         0.       +0.j         0.       +0.j        ]]",0.19101843,m1108267,m1108266,1,False,False
1060,ln5835123-1,line,3,"[[0.       +0.j         0.       +0.j         0.       +0.j        ]
 [0.       +0.j         1.6746562+0.93456034j 0.       +0.j        ]
 [0.       +0.j         0.       +0.j         0.       +0.j        ]]",0.13785673,m1108266,m1108265,1,False,False
1061,ln5926296-1,line,3,"[[0.       +0.j         0.       +0.j         0.       +0.j        ]
 [0.       +0.j         1.6746562+0.93456034j 0.       +0.j        ]
 [0.       +0.j         0.       +0.j         0.       +0.j        ]]",0.96912738,m1108265,m1108264,1,False,False
1062,ln5714038-1,line,3,"[[0.        +0.j        0.        +0.j        0.        +0.j       ]
 [0.        +0.j        1.67723073+0.9324109j 0.        +0.j       ]
 [0.        +0.j        0.        +0.j        0.        +0.j       ]]",0.099994301,m1108264,m1108263,1,False,False
1063,ln5686078-2,line,3,"[[0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         1.63381629+0.89682971j 0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]]",0.11806677,m1108263,n1142112,1,False,False
1064,ln5686078-3,line,3,"[[0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         1.63381629+0.89682971j 0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]]",0.012407867,n1142112,p827496,1,False,False
1065,ln6292463-1,line,3,"[[0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         1.63381629+0.89682971j 0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]]",0.004571424,p827496,m1108262,1,False,False
1066,ln5562918-1,line,3,"[[0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         1.63381629+0.89682971j 0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]]",0.004571641,m1108262,m1108261,1,False,False
1067,ln6320323-1,line,3,"[[0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         1.63381629+0.89682971j 0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]]",0.048850815,m1108261,m1108260,1,False,False
1068,ln6078744-1,line,3,"[[0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         1.63381629+0.89682971j 0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]]",0.03565775,m1108260,m1108259,1,False,False
1069,ln5894220-2,line,3,"[[0.       +0.j         0.       +0.j         0.       +0.j        ]
 [0.       +0.j         1.6746562+0.93456034j 0.       +0.j        ]
 [0.       +0.j         0.       +0.j         0.       +0.j        ]]",0.046227845,m1108259,m1108258,1,False,False
1070,ln5894220-1,line,3,"[[0.       +0.j         0.       +0.j         0.       +0.j        ]
 [0.       +0.j         1.6746562+0.93456034j 0.       +0.j        ]
 [0.       +0.j         0.       +0.j         0.       +0.j        ]]",0.043270589,m1108258,m1108257,1,False,False
1071,ln5866235-1,line,3,"[[0.       +0.j         0.       +0.j         0.       +0.j        ]
 [0.       +0.j         1.6746562+0.93456034j 0.       +0.j        ]
 [0.       +0.j         0.       +0.j         0.       +0.j        ]]",0.43771468,m1108257,l3142078,1,False,False
1072,ln6230759-1,line,3,"[[0.       +0.j         0.       +0.j         0.       +0.j        ]
 [0.       +0.j         1.6746562+0.93456034j 0.       +0.j        ]
 [0.       +0.j         0.       +0.j         0.       +0.j        ]]",0.1347393,l3142078,l2879752,1,False,False
1073,ln5776667-1,line,3,"[[0.       +0.j         0.       +0.j         0.       +0.j        ]
 [0.       +0.j         0.       +0.j         0.       +0.j        ]
 [0.       +0.j         0.       +0.j         1.6746562+0.93456034j]]",0.004631519,m1089112,p827520,1,False,False
1074,ln5712477-2,line,3,"[[0.       +0.j         0.       +0.j         0.       +0.j        ]
 [0.       +0.j         0.       +0.j         0.       +0.j        ]
 [0.       +0.j         0.       +0.j         1.6746562+0.93456034j]]",0.006405147,p827520,n1139545,1,False,False
1075,ln0712477_sw,line,0,"[[0.   +0.j    0.   +0.j    0.   +0.j   ]
 [0.   +0.j    0.   +0.j    0.   +0.j   ]
 [0.   +0.j    0.   +0.j    0.001+0.001j]]",0.001,n1139545,d5712477-3_int,1,True,False
1076,ln5712477-3,line,3,"[[0.       +0.j         0.       +0.j         0.       +0.j        ]
 [0.       +0.j         0.       +0.j         0.       +0.j        ]
 [0.       +0.j         0.       +0.j         1.6746562+0.93456034j]]",0.10311253,d5712477-3_int,m1069174,1,False,False
1077,ln5924697-1,line,3,"[[0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         1.63381629+0.89682971j]]",0.093292651,m1069174,l2841630,1,False,False
1078,ln5742813-1,line,3,"[[0.       +0.j         0.       +0.j         0.       +0.j        ]
 [0.       +0.j         0.       +0.j         0.       +0.j        ]
 [0.       +0.j         0.       +0.j         1.6746562+0.93456034j]]",0.058260649,m1069174,l2841629,1,False,False
1079,ln5833622-1,line,3,"[[0.        +0.j        0.        +0.j        0.        +0.j       ]
 [0.        +0.j        0.        +0.j        0.        +0.j       ]
 [0.        +0.j        0.        +0.j        1.67723073+0.9324109j]]",0.07367517,m1069174,l3216347,1,False,False
1080,ln6138605-1,line,3,"[[0.        +0.j        0.        +0.j        0.        +0.j       ]
 [0.        +0.j        0.        +0.j        0.        +0.j       ]
 [0.        +0.j        0.        +0.j        1.67723073+0.9324109j]]",0.085962768,l3216347,l2785523,1,False,False
1081,ln5926303-1,line,3,"[[0.        +0.j        0.        +0.j        0.        +0.j       ]
 [0.        +0.j        0.        +0.j        0.        +0.j       ]
 [0.        +0.j        0.        +0.j        1.67723073+0.9324109j]]",0.09968724,l2785523,l3141388,1,False,False
1082,ln5926284-2,line,3,"[[0.        +0.j        0.        +0.j        0.        +0.j       ]
 [0.        +0.j        0.        +0.j        0.        +0.j       ]
 [0.        +0.j        0.        +0.j        1.67723073+0.9324109j]]",0.039224937,l3141388,l3626914,1,False,False
1083,ln5926284-3,line,3,"[[0.        +0.j        0.        +0.j        0.        +0.j       ]
 [0.        +0.j        0.        +0.j        0.        +0.j       ]
 [0.        +0.j        0.        +0.j        1.67723073+0.9324109j]]",0.043214011,l3626914,m1089102,1,False,False
1084,ln5744324-1,line,3,"[[0.       +0.j         0.       +0.j         0.       +0.j        ]
 [0.       +0.j         0.       +0.j         0.       +0.j        ]
 [0.       +0.j         0.       +0.j         1.6746562+0.93456034j]]",0.16953267,m1089102,m1089096,1,False,False
1085,ln5683804-1,line,3,"[[0.       +0.j         0.       +0.j         0.       +0.j        ]
 [0.       +0.j         0.       +0.j         0.       +0.j        ]
 [0.       +0.j         0.       +0.j         1.6746562+0.93456034j]]",0.087449344,m1089096,m1089093,1,False,False
1086,ln5593214-1,line,3,"[[0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         1.63381629+0.89682971j]]",0.06061771,m1089093,m1089094,1,False,False
1087,ln5744323-1,line,3,"[[0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         1.63381629+0.89682971j]]",0.061191262,m1089094,m1069147,1,False,False
1088,ln6138589-1,line,3,"[[0.       +0.j         0.       +0.j         0.       +0.j        ]
 [0.       +0.j         0.       +0.j         0.       +0.j        ]
 [0.       +0.j         0.       +0.j         1.6746562+0.93456034j]]",0.036397234,m1069147,l3066801,1,False,False
1089,ln5653450-1,line,3,"[[0.       +0.j         0.       +0.j         0.       +0.j        ]
 [0.       +0.j         0.       +0.j         0.       +0.j        ]
 [0.       +0.j         0.       +0.j         1.6746562+0.93456034j]]",0.059709357,m1069147,l2879055,1,False,False
1090,ln6320322-1,line,3,"[[0.       +0.j         0.       +0.j         0.       +0.j        ]
 [0.       +0.j         0.       +0.j         0.       +0.j        ]
 [0.       +0.j         0.       +0.j         1.6746562+0.93456034j]]",0.090923459,l2879055,l2973144,1,False,False
1091,ln5706733-1,line,3,"[[0.       +0.j         0.       +0.j         0.       +0.j        ]
 [0.       +0.j         0.       +0.j         0.       +0.j        ]
 [0.       +0.j         0.       +0.j         1.6746562+0.93456034j]]",0.16784973,l2973144,l2724120,1,False,False
1092,ln5706733-2,line,3,"[[0.       +0.j         0.       +0.j         0.       +0.j        ]
 [0.       +0.j         0.       +0.j         0.       +0.j        ]
 [0.       +0.j         0.       +0.j         1.6746562+0.93456034j]]",0.00510622,l2724120,m1069149,1,False,False
1093,ln5532742-1,line,3,"[[0.       +0.j         0.       +0.j         0.       +0.j        ]
 [0.       +0.j         0.       +0.j         0.       +0.j        ]
 [0.       +0.j         0.       +0.j         1.6746562+0.93456034j]]",0.061908103,m1069149,m1069148,1,False,False
1094,ln6259988-1,line,3,"[[0.       +0.j         0.       +0.j         0.       +0.j        ]
 [0.       +0.j         0.       +0.j         0.       +0.j        ]
 [0.       +0.j         0.       +0.j         1.6746562+0.93456034j]]",0.10723408,m1069148,l2673309,1,False,False
1095,ln5865231-1,line,3,"[[0.       +0.j         0.       +0.j         0.       +0.j        ]
 [0.       +0.j         0.       +0.j         0.       +0.j        ]
 [0.       +0.j         0.       +0.j         1.6746562+0.93456034j]]",0.027522384,m1069148,l2785518,1,False,False
1096,ln6411369-1,line,3,"[[0.       +0.j         0.       +0.j         0.       +0.j        ]
 [0.       +0.j         0.       +0.j         0.       +0.j        ]
 [0.       +0.j         0.       +0.j         1.6746562+0.93456034j]]",0.076352169,l2785518,l2766717,1,False,False
1097,ln5716231-1,line,3,"[[0.       +0.j         0.       +0.j         0.       +0.j        ]
 [0.       +0.j         1.6746562+0.93456034j 0.       +0.j        ]
 [0.       +0.j         0.       +0.j         0.       +0.j        ]]",0.011116026,m1069135,p827533,1,False,False
1098,ln6383060-2,line,3,"[[0.       +0.j         0.       +0.j         0.       +0.j        ]
 [0.       +0.j         1.6746562+0.93456034j 0.       +0.j        ]
 [0.       +0.j         0.       +0.j         0.       +0.j        ]]",0.009362538,p827533,n1139538,1,False,False
1099,ln6383060-3,line,3,"[[0.       +0.j         0.       +0.j         0.       +0.j        ]
 [0.       +0.j         1.6746562+0.93456034j 0.       +0.j        ]
 [0.       +0.j         0.       +0.j         0.       +0.j        ]]",0.034801399,n1139538,l3066818,1,False,False
1100,ln0653469_sw,line,0,"[[0.   +0.j    0.   +0.j    0.   +0.j   ]
 [0.   +0.j    0.001+0.001j 0.   +0.j   ]
 [0.   +0.j    0.   +0.j    0.   +0.j   ]]",0.001,l3066818,d5653469-1_int,1,True,False
1101,ln5653469-1,line,3,"[[0.       +0.j         0.       +0.j         0.       +0.j        ]
 [0.       +0.j         1.6746562+0.93456034j 0.       +0.j        ]
 [0.       +0.j         0.       +0.j         0.       +0.j        ]]",0.059769871,d5653469-1_int,l3178981,1,False,False
1102,ln5683833-1,line,3,"[[0.       +0.j         0.       +0.j         0.       +0.j        ]
 [0.       +0.j         1.6746562+0.93456034j 0.       +0.j        ]
 [0.       +0.j         0.       +0.j         0.       +0.j        ]]",0.21679755,l3178981,m1047368,1,False,False
1103,ln6350548-1,line,3,"[[0.       +0.j         0.       +0.j         0.       +0.j        ]
 [0.       +0.j         1.6746562+0.93456034j 0.       +0.j        ]
 [0.       +0.j         0.       +0.j         0.       +0.j        ]]",0.063630013,m1047368,l2748130,1,False,False
1104,ln5472373-1,line,3,"[[0.       +0.j         0.       +0.j         0.       +0.j        ]
 [0.       +0.j         1.6746562+0.93456034j 0.       +0.j        ]
 [0.       +0.j         0.       +0.j         0.       +0.j        ]]",0.042283376,m1047368,l2785528,1,False,False
1105,ln6411392-1,line,3,"[[0.       +0.j         0.       +0.j         0.       +0.j        ]
 [0.       +0.j         1.6746562+0.93456034j 0.       +0.j        ]
 [0.       +0.j         0.       +0.j         0.       +0.j        ]]",0.12392533,m1047368,l2841620,1,False,False
1106,ln6320332-1,line,3,"[[0.       +0.j         0.       +0.j         0.       +0.j        ]
 [0.       +0.j         1.6746562+0.93456034j 0.       +0.j        ]
 [0.       +0.j         0.       +0.j         0.       +0.j        ]]",0.23972223,l2841620,l2785520,1,False,False
1107,ln5865232-1,line,3,"[[0.       +0.j         0.       +0.j         0.       +0.j        ]
 [0.       +0.j         1.6746562+0.93456034j 0.       +0.j        ]
 [0.       +0.j         0.       +0.j         0.       +0.j        ]]",0.13434549,l2785520,m1047386,1,False,False
1108,ln5774493-1,line,3,"[[0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         1.63381629+0.89682971j 0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]]",0.095081577,m1047386,m1047379,1,False,False
1109,ln5804795-1,line,3,"[[0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         1.67729854+0.93205946j 0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]]",0.054982238,m1047386,l3254211,1,False,False
1110,ln5562924-1,line,3,"[[0.       +0.j         0.       +0.j         0.       +0.j        ]
 [0.       +0.j         1.6746562+0.93456034j 0.       +0.j        ]
 [0.       +0.j         0.       +0.j         0.       +0.j        ]]",0.13372507,m1047386,m1047388,1,False,False
1111,ln5623394-1,line,3,"[[0.       +0.j         0.       +0.j         0.       +0.j        ]
 [0.       +0.j         1.6746562+0.93456034j 0.       +0.j        ]
 [0.       +0.j         0.       +0.j         0.       +0.j        ]]",0.049260379,m1047388,l2729407,1,False,False
1112,ln5774454-1,line,3,"[[0.       +0.j         0.       +0.j         0.       +0.j        ]
 [0.       +0.j         1.6746562+0.93456034j 0.       +0.j        ]
 [0.       +0.j         0.       +0.j         0.       +0.j        ]]",0.21477282,m1047388,l2691942,1,False,False
1113,ln5502524-1,line,3,"[[0.       +0.j         0.       +0.j         0.       +0.j        ]
 [0.       +0.j         1.6746562+0.93456034j 0.       +0.j        ]
 [0.       +0.j         0.       +0.j         0.       +0.j        ]]",0.074897136,l2691942,m1047374,1,False,False
1114,ln6350534-1,line,3,"[[0.       +0.j         0.       +0.j         0.       +0.j        ]
 [0.       +0.j         1.6746562+0.93456034j 0.       +0.j        ]
 [0.       +0.j         0.       +0.j         0.       +0.j        ]]",0.11974924,m1047374,l2879065,1,False,False
1115,ln5835134-1,line,3,"[[0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         1.12230152+0.89636485j 0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]]",0.22047322,m1047374,l3197629,1,False,False
1116,ln5561432-1,line,3,"[[0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         1.12230152+0.89636485j 0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]]",0.089023412,m1047374,l2689678,1,False,False
1117,ln5561432-2,line,3,"[[0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         1.12230152+0.89636485j 0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]]",0.39687219,l2689678,m1026463,1,False,False
1118,ln6380799-1,line,3,"[[0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         1.12230152+0.89636485j 0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]]",0.04094586,m1026463,m1026468,1,False,False
1119,ln6167715-1,line,3,"[[0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         1.12230152+0.89636485j 0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]]",0.009637238,m1026468,p901909,1,False,False
1120,ln6379342-1,line,3,"[[0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         1.12230152+0.89636485j 0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]]",0.020642497,p901909,m1026472,1,False,False
1121,ln5472341-1,line,3,"[[0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         1.12230152+0.89636485j 0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]]",0.006305415,m1026472,d5472341-1_int,1,False,False
1122,ln0247162_sw,line,0,"[[0.   +0.j    0.   +0.j    0.   +0.j   ]
 [0.   +0.j    0.001+0.001j 0.   +0.j   ]
 [0.   +0.j    0.   +0.j    0.   +0.j   ]]",0.001,d5472341-1_int,f739842,1,True,False
1123,ln247162,line,3,"[[0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         1.12230152+0.89636485j 0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]]",0.03048,f739842,l0247162,1,False,False
1124,ln5895768-1,line,3,"[[0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         1.63381629+0.89682971j 0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]]",0.027805206,m1008742,l3029495,1,False,False
1125,ln5565090-1,line,3,"[[0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         1.63381629+0.89682971j 0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]]",0.051547979,l3029495,d5565090-1_int,1,False,False
1126,x8225_48332_sw,line,0,"[[0.   +0.j    0.   +0.j    0.   +0.j   ]
 [0.   +0.j    0.001+0.001j 0.   +0.j   ]
 [0.   +0.j    0.   +0.j    0.   +0.j   ]]",0.001,d5565090-1_int,e182744,1,True,False
1127,ln5803255-1,line,3,"[[0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         1.63381629+0.89682971j 0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]]",0.060959613,e182744,l2801895,1,False,False
1128,ln6292462-1,line,3,"[[0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         1.12230152+0.89636485j 0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]]",0.020739992,m1026463,p827495,1,False,False
1129,ln5534964-1,line,3,"[[0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         1.12230152+0.89636485j 0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]]",0.016743499,p827495,m1026466,1,False,False
1130,ln5865224-1,line,3,"[[0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         1.12230152+0.89636485j 0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]]",0.006231251,m1026466,d5865224-1_int,1,False,False
1131,ln247160_sw,line,0,"[[0.   +0.j    0.   +0.j    0.   +0.j   ]
 [0.   +0.j    0.001+0.001j 0.   +0.j   ]
 [0.   +0.j    0.   +0.j    0.   +0.j   ]]",0.001,d5865224-1_int,f739841,1,True,False
1132,ln247160,line,3,"[[0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         1.12230152+0.89636485j 0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]]",0.03048,f739841,l0247160,1,False,False
1133,ln5926315-1,line,3,"[[0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         1.12230152+0.89636485j 0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]]",0.010803168,m1026486,m1026488,1,False,False
1134,ln6047588-1,line,3,"[[0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         1.12230152+0.89636485j 0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]]",0.005462719,m1026488,d6047588-1_int,1,False,False
1135,ln247171_sw,line,0,"[[0.   +0.j    0.   +0.j    0.   +0.j   ]
 [0.   +0.j    0.001+0.001j 0.   +0.j   ]
 [0.   +0.j    0.   +0.j    0.   +0.j   ]]",0.001,d6047588-1_int,f739844,1,True,False
1136,ln247171,line,3,"[[0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         1.12230152+0.89636485j 0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]]",0.03048,f739844,l0247171,1,False,False
1137,ln5804798-2,line,3,"[[0.       +0.j         0.       +0.j         0.       +0.j        ]
 [0.       +0.j         1.6746562+0.93456034j 0.       +0.j        ]
 [0.       +0.j         0.       +0.j         0.       +0.j        ]]",0.017525399,m1047763,n1136030,1,False,False
1138,ln0804798_sw,line,0,"[[0.   +0.j    0.   +0.j    0.   +0.j   ]
 [0.   +0.j    0.001+0.001j 0.   +0.j   ]
 [0.   +0.j    0.   +0.j    0.   +0.j   ]]",0.001,n1136030,d5804798-3_int,1,True,False
1139,ln5804798-3,line,3,"[[0.       +0.j         0.       +0.j         0.       +0.j        ]
 [0.       +0.j         1.6746562+0.93456034j 0.       +0.j        ]
 [0.       +0.j         0.       +0.j         0.       +0.j        ]]",0.030799336,d5804798-3_int,m1047766,1,False,False
1140,ln5683817-1,line,3,"[[0.       +0.j         0.       +0.j         0.       +0.j        ]
 [0.       +0.j         1.6746562+0.93456034j 0.       +0.j        ]
 [0.       +0.j         0.       +0.j         0.       +0.j        ]]",0.055133511,m1047766,l3216344,1,False,False
1141,ln6108169-1,line,3,"[[0.       +0.j         0.       +0.j         0.       +0.j        ]
 [0.       +0.j         1.6746562+0.93456034j 0.       +0.j        ]
 [0.       +0.j         0.       +0.j         0.       +0.j        ]]",0.047497208,m1047766,m1047768,1,False,False
1142,ln5565094-1,line,3,"[[0.       +0.j         0.       +0.j         0.       +0.j        ]
 [0.       +0.j         1.6746562+0.93456034j 0.       +0.j        ]
 [0.       +0.j         0.       +0.j         0.       +0.j        ]]",0.004137227,m1047768,p827554,1,False,False
1143,ln5776665-1,line,3,"[[0.       +0.j         0.       +0.j         0.       +0.j        ]
 [0.       +0.j         1.6746562+0.93456034j 0.       +0.j        ]
 [0.       +0.j         0.       +0.j         0.       +0.j        ]]",0.004641168,m1047763,p827509,1,False,False
1144,ln5898058-3,line,3,"[[0.       +0.j         0.       +0.j         0.       +0.j        ]
 [0.       +0.j         1.6746562+0.93456034j 0.       +0.j        ]
 [0.       +0.j         0.       +0.j         0.       +0.j        ]]",0.006614675,p827509,n1136029,1,False,False
1145,ln5898058-2,line,3,"[[0.       +0.j         0.       +0.j         0.       +0.j        ]
 [0.       +0.j         1.6746562+0.93456034j 0.       +0.j        ]
 [0.       +0.j         0.       +0.j         0.       +0.j        ]]",0.10930753,n1136029,m1047767,1,False,False
1146,ln6017290-1,line,3,"[[0.       +0.j         0.       +0.j         0.       +0.j        ]
 [0.       +0.j         1.6746562+0.93456034j 0.       +0.j        ]
 [0.       +0.j         0.       +0.j         0.       +0.j        ]]",0.10919656,m1047767,l2860484,1,False,False
1147,ln0623395_sw,line,0,"[[0.   +0.j    0.   +0.j    0.   +0.j   ]
 [0.   +0.j    0.001+0.001j 0.   +0.j   ]
 [0.   +0.j    0.   +0.j    0.   +0.j   ]]",0.001,m1047767,d5623395-1_int,1,True,False
1148,ln5623395-1,line,3,"[[0.       +0.j         0.       +0.j         0.       +0.j        ]
 [0.       +0.j         1.6746562+0.93456034j 0.       +0.j        ]
 [0.       +0.j         0.       +0.j         0.       +0.j        ]]",0.10836231,d5623395-1_int,l2879068,1,False,False
1149,ln5895774-1,line,3,"[[0.       +0.j         0.       +0.j         0.       +0.j        ]
 [0.       +0.j         1.6746562+0.93456034j 0.       +0.j        ]
 [0.       +0.j         0.       +0.j         0.       +0.j        ]]",0.096799104,l2879068,m1047773,1,False,False
