,name,bus,P1,Q1,P2,Q2,P3,Q3
405,,l2692635,0.0,0.0,0.0,0.0,0.0,0.0
406,,regxfmr_190-8581,0.0,0.0,0.0,0.0,0.0,0.0
407,,d5578300-1_int,0.0,0.0,0.0,0.0,0.0,0.0
408,328364c0b,l2692633,0.0,0.0,0.0,0.0,10.17,2.5500000000000003
409,21380325b0b,l2674027,0.0,0.0,9.73,2.44,0.0,0.0
410,328365b0b,l3179646,0.0,0.0,14.59,3.6599999999999997,0.0,0.0
411,21469911a0b,l2955047,8.870000000000001,2.2199999999999998,0.0,0.0,0.0,0.0
412,,m1108505,0.0,0.0,0.0,0.0,0.0,0.0
413,,m1108500,0.0,0.0,0.0,0.0,0.0,0.0
414,,n1142104,0.0,0.0,0.0,0.0,0.0,0.0
415,328367c0b,l3104830,0.0,0.0,0.0,0.0,4.07,1.02
416,,n1142103,0.0,0.0,0.0,0.0,0.0,0.0
417,,m1108493,0.0,0.0,0.0,0.0,0.0,0.0
418,356810c0b,l3142049,0.0,0.0,0.0,0.0,4.07,1.02
419,,m1108490,0.0,0.0,0.0,0.0,0.0,0.0
420,,n1142100,0.0,0.0,0.0,0.0,0.0,0.0
421,,n1142099,0.0,0.0,0.0,0.0,0.0,0.0
422,356814c0b,l2730106,0.0,0.0,0.0,0.0,10.170000000000002,2.5500000000000003
423,,m1108484,0.0,0.0,0.0,0.0,0.0,0.0
424,226197070a0b,l2933135,8.87,2.2199999999999998,0.0,0.0,0.0,0.0
425,,m4122658,0.0,0.0,0.0,0.0,0.0,0.0
426,226194826a0b,l3232902,8.87,2.2199999999999998,0.0,0.0,0.0,0.0
427,251828b0b,l3179650,0.0,0.0,5.84,1.47,0.0,0.0
428,260605a0b,l2973791,17.740000000000002,4.45,0.0,0.0,0.0,0.0
429,228001810a0b,l2859403,8.870000000000001,2.23,0.0,0.0,0.0,0.0
430,,r20703,0.0,0.0,0.0,0.0,0.0,0.0
431,,e183473,0.0,0.0,0.0,0.0,0.0,0.0
432,,d5535139-1_int,0.0,0.0,0.0,0.0,0.0,0.0
433,,m1125997,0.0,0.0,0.0,0.0,0.0,0.0
434,,m1125994,0.0,0.0,0.0,0.0,0.0,0.0
435,260598a0b,l3067478,13.3,3.33,0.0,0.0,0.0,0.0
436,,m1125990,0.0,0.0,0.0,0.0,0.0,0.0
437,,m1125989,0.0,0.0,0.0,0.0,0.0,0.0
438,,m1125987,0.0,0.0,0.0,0.0,0.0,0.0
439,,m1125976,0.0,0.0,0.0,0.0,0.0,0.0
440,,m1125968,0.0,0.0,0.0,0.0,0.0,0.0
441,260577c0b,l2767341,0.0,0.0,0.0,0.0,15.26,3.8200000000000003
442,,m1125969,0.0,0.0,0.0,0.0,0.0,0.0
443,,e206217,0.0,0.0,0.0,0.0,0.0,0.0
444,,d6198039-1_int,0.0,0.0,0.0,0.0,0.0,0.0
445,260574c0b,l3123452,0.0,0.0,0.0,0.0,10.17,2.55
446,,m1125962,0.0,0.0,0.0,0.0,0.0,0.0
447,,m1125960,0.0,0.0,0.0,0.0,0.0,0.0
448,226194421c0b,l3214069,0.0,0.0,0.0,0.0,10.17,2.55
449,,m1125952,0.0,0.0,0.0,0.0,0.0,0.0
450,226194419c0b,l3214071,0.0,0.0,0.0,0.0,10.17,2.55
451,,m1125947,0.0,0.0,0.0,0.0,0.0,0.0
452,,m1125944,0.0,0.0,0.0,0.0,0.0,0.0
453,,m1142875,0.0,0.0,0.0,0.0,0.0,0.0
454,,m1142874,0.0,0.0,0.0,0.0,0.0,0.0
455,,m1142871,0.0,0.0,0.0,0.0,0.0,0.0
456,,m1142869,0.0,0.0,0.0,0.0,0.0,0.0
457,,m1142868,0.0,0.0,0.0,0.0,0.0,0.0
458,,l3030197,0.0,0.0,0.0,0.0,0.0,0.0
459,,m1142865,0.0,0.0,0.0,0.0,0.0,0.0
460,,m1142863,0.0,0.0,0.0,0.0,0.0,0.0
461,,m1142860,0.0,0.0,0.0,0.0,0.0,0.0
462,260551c0b,l3160872,0.0,0.0,0.0,0.0,15.260000000000002,3.8200000000000003
463,,q1301,0.0,0.0,0.0,0.0,0.0,0.0
464,,d5861005-2_int,0.0,0.0,0.0,0.0,0.0,0.0
465,,196-31070,0.0,0.0,0.0,0.0,0.0,0.0
466,,m1142851,0.0,0.0,0.0,0.0,0.0,0.0
467,260543c0b,l2955077,0.0,0.0,0.0,0.0,10.170000000000002,2.5500000000000003
468,,d6108141-1_int,0.0,0.0,0.0,0.0,0.0,0.0
469,,e206209,0.0,0.0,0.0,0.0,0.0,0.0
470,338937c0b,l2897777,0.0,0.0,0.0,0.0,10.17,2.55
471,,n1144665,0.0,0.0,0.0,0.0,0.0,0.0
472,,m1047515,0.0,0.0,0.0,0.0,0.0,0.0
473,,m1047513,0.0,0.0,0.0,0.0,0.0,0.0
474,,196-35813,0.0,0.0,0.0,0.0,0.0,0.0
475,,n1140519,0.0,0.0,0.0,0.0,0.0,0.0
476,,d5895780-3_int,0.0,0.0,0.0,0.0,0.0,0.0
477,338941c0b,l2991914,0.0,0.0,0.0,0.0,6.1,1.52
478,,m1047503,0.0,0.0,0.0,0.0,0.0,0.0
479,21399099a0b,l2841635,5.32,1.33,0.0,0.0,0.0,0.0
480,338942a0b,l2822869,8.870000000000001,2.22,0.0,0.0,0.0,0.0
481,,m1026808,0.0,0.0,0.0,0.0,0.0,0.0
482,,m1026807,0.0,0.0,0.0,0.0,0.0,0.0
483,,n1140521,0.0,0.0,0.0,0.0,0.0,0.0
484,21399112c0b,l3254217,0.0,0.0,0.0,0.0,10.17,2.55
485,,m1026800,0.0,0.0,0.0,0.0,0.0,0.0
486,,m1026797,0.0,0.0,0.0,0.0,0.0,0.0
487,,m1026796,0.0,0.0,0.0,0.0,0.0,0.0
488,,m1026795,0.0,0.0,0.0,0.0,0.0,0.0
489,,m1026786,0.0,0.0,0.0,0.0,0.0,0.0
490,,m1026785,0.0,0.0,0.0,0.0,0.0,0.0
491,,m1026783,0.0,0.0,0.0,0.0,0.0,0.0
492,,m1026780,0.0,0.0,0.0,0.0,0.0,0.0
493,,m1026774,0.0,0.0,0.0,0.0,0.0,0.0
494,,m1026769,0.0,0.0,0.0,0.0,0.0,0.0
495,293645a0b,l2841633,8.87,2.22,0.0,0.0,0.0,0.0
496,,d5534970-1_int,0.0,0.0,0.0,0.0,0.0,0.0
497,,e182732,0.0,0.0,0.0,0.0,0.0,0.0
498,,m1026760,0.0,0.0,0.0,0.0,0.0,0.0
499,,m1026744,0.0,0.0,0.0,0.0,0.0,0.0
500,,m1026724,0.0,0.0,0.0,0.0,0.0,0.0
501,,r18243,0.0,0.0,0.0,0.0,0.0,0.0
502,,n1139552,0.0,0.0,0.0,0.0,0.0,0.0
503,,m1026702,0.0,0.0,0.0,0.0,0.0,0.0
504,,n1139551,0.0,0.0,0.0,0.0,0.0,0.0
505,,m1026695,0.0,0.0,0.0,0.0,0.0,0.0
506,,n1140818,0.0,0.0,0.0,0.0,0.0,0.0
507,293656b0b,l2973167,0.0,0.0,5.84,1.46,0.0,0.0
508,,n1140819,0.0,0.0,0.0,0.0,0.0,0.0
509,,m1026700,0.0,0.0,0.0,0.0,0.0,0.0
510,,m1026706,0.0,0.0,0.0,0.0,0.0,0.0
511,,n1140828,0.0,0.0,0.0,0.0,0.0,0.0
512,,m1026708,0.0,0.0,0.0,0.0,0.0,0.0
513,,m1026709,0.0,0.0,0.0,0.0,0.0,0.0
514,,m1026701,0.0,0.0,0.0,0.0,0.0,0.0
515,,m1026697,0.0,0.0,0.0,0.0,0.0,0.0
516,,m1026690,0.0,0.0,0.0,0.0,0.0,0.0
517,21399229a0b,l2879078,5.32,1.33,0.0,0.0,0.0,0.0
518,,d6108145-1_int,0.0,0.0,0.0,0.0,0.0,0.0
519,,m1026681,0.0,0.0,0.0,0.0,0.0,0.0
520,21399305a0b,l3048221,8.870000000000001,2.22,0.0,0.0,0.0,0.0
521,,d5835167-6_int,0.0,0.0,0.0,0.0,0.0,0.0
522,355777b0b,l3085398,0.0,0.0,9.73,2.44,0.0,0.0
523,,d5653457-1_int,0.0,0.0,0.0,0.0,0.0,0.0
524,,m1026891,0.0,0.0,0.0,0.0,0.0,0.0
525,355780b0b,l3160102,0.0,0.0,9.73,2.44,0.0,0.0
526,,p827514,0.0,0.0,0.0,0.0,0.0,0.0
527,,m1026876,0.0,0.0,0.0,0.0,0.0,0.0
528,,m1026866,0.0,0.0,0.0,0.0,0.0,0.0
529,,m1026844,0.0,0.0,0.0,0.0,0.0,0.0
530,225806974a0b,l2876814,3.55,0.89,0.0,0.0,0.0,0.0
531,,m1026834,0.0,0.0,0.0,0.0,0.0,0.0
532,,m1026829,0.0,0.0,0.0,0.0,0.0,0.0
533,,m1026824,0.0,0.0,0.0,0.0,0.0,0.0
534,,m1009807,0.0,0.0,0.0,0.0,0.0,0.0
535,,m1009805,0.0,0.0,0.0,0.0,0.0,0.0
536,,d5621886-1_int,0.0,0.0,0.0,0.0,0.0,0.0
537,,m1009784,0.0,0.0,0.0,0.0,0.0,0.0
538,,m1009770,0.0,0.0,0.0,0.0,0.0,0.0
539,,n1147857,0.0,0.0,0.0,0.0,0.0,0.0
540,,m1009742,0.0,0.0,0.0,0.0,0.0,0.0
541,,p901972,0.0,0.0,0.0,0.0,0.0,0.0
542,,m1009726,0.0,0.0,0.0,0.0,0.0,0.0
543,,m1009724,0.0,0.0,0.0,0.0,0.0,0.0
544,,m1009720,0.0,0.0,0.0,0.0,0.0,0.0
545,,m1009715,0.0,0.0,0.0,0.0,0.0,0.0
546,,m1009705,0.0,0.0,0.0,0.0,0.0,0.0
547,,m1009698,0.0,0.0,0.0,0.0,0.0,0.0
548,,m1026767,0.0,0.0,0.0,0.0,0.0,0.0
549,391991a0b,l3216346,5.32,1.34,0.0,0.0,0.0,0.0
550,391990a0b,l2858163,5.32,1.34,0.0,0.0,0.0,0.0
551,391989a0b,l2766747,8.870000000000001,2.23,0.0,0.0,0.0,0.0
552,,m1026732,0.0,0.0,0.0,0.0,0.0,0.0
553,227902981a0b,l3047058,13.3,3.33,0.0,0.0,0.0,0.0
554,,l3047059,0.0,0.0,0.0,0.0,0.0,0.0
555,,l3047060,0.0,0.0,0.0,0.0,0.0,0.0
556,,m1009650,0.0,0.0,0.0,0.0,0.0,0.0
557,,m1009651,0.0,0.0,0.0,0.0,0.0,0.0
558,,m1026655,0.0,0.0,0.0,0.0,0.0,0.0
559,,m1026658,0.0,0.0,0.0,0.0,0.0,0.0
560,391973c0b,l2673319,0.0,0.0,0.0,0.0,6.1,1.53
561,,m1026662,0.0,0.0,0.0,0.0,0.0,0.0
562,,m1026670,0.0,0.0,0.0,0.0,0.0,0.0
563,,m3036170,0.0,0.0,0.0,0.0,0.0,0.0
564,391980a0b,l2691952,5.32,1.33,0.0,0.0,0.0,0.0
565,,q14414,0.0,0.0,0.0,0.0,0.0,0.0
566,,d5867591-1_int,0.0,0.0,0.0,0.0,0.0,0.0
567,,e183472,0.0,0.0,0.0,0.0,0.0,0.0
568,260602b0b,l2989566,0.0,0.0,5.84,1.46,0.0,0.0
569,,m1108378,0.0,0.0,0.0,0.0,0.0,0.0
570,,m1108379,0.0,0.0,0.0,0.0,0.0,0.0
571,,m1108380,0.0,0.0,0.0,0.0,0.0,0.0
572,,l2898495,0.0,0.0,0.0,0.0,0.0,0.0
573,,m1108400,0.0,0.0,0.0,0.0,0.0,0.0
574,,m1108401,0.0,0.0,0.0,0.0,0.0,0.0
575,,m1108402,0.0,0.0,0.0,0.0,0.0,0.0
576,2221108403c0b,m1108403,30.22,7.58,26.259999999999998,6.58,21.52,5.39
577,,m1108404,27.84,6.98,38.730000000000004,9.71,0.0,0.0
578,,m1108405,22.77,5.710000000000001,29.36,7.359999999999999,0.0,0.0
579,2221108406b0b,m1108406,23.53,5.890000000000001,26.28,6.59,0.0,0.0
580,2221108407b0b,m1108407,0.0,0.0,39.09,9.79,0.0,0.0
581,337614b0b,l2952003,0.0,0.0,9.729999999999999,2.44,0.0,0.0
582,,m1108381,0.0,0.0,0.0,0.0,0.0,0.0
583,21482181a0b,l3254237,8.87,2.22,0.0,0.0,0.0,0.0
584,,m1108387,0.0,0.0,0.0,0.0,0.0,0.0
585,,m1108398,0.0,0.0,0.0,0.0,0.0,0.0
586,,m1108395,0.0,0.0,0.0,0.0,0.0,0.0
587,2226061820b0b,m1108410,0.0,0.0,55.43,13.89,0.0,0.0
588,227187012c0b,l2896685,5.32,1.3399999999999999,5.84,1.47,6.1,1.53
589,,m1089185,0.0,0.0,0.0,0.0,0.0,0.0
590,,p850083,0.0,0.0,0.0,0.0,0.0,0.0
591,,221-312488,0.0,0.0,0.0,0.0,0.0,0.0
592,,m1089183,0.0,0.0,0.0,0.0,0.0,0.0
593,337619c0b,l2990826,8.87,2.2199999999999998,9.73,2.44,10.17,2.54
594,,l2990827,0.0,0.0,0.0,0.0,0.0,0.0
595,,l2990828,0.0,0.0,0.0,0.0,0.0,0.0
596,337636c0b,l2841619,0.0,0.0,0.0,0.0,15.26,3.83
597,,m1089189,0.0,0.0,0.0,0.0,0.0,0.0
598,,m1089188,0.0,0.0,0.0,0.0,0.0,0.0
599,,m1089187,0.0,0.0,0.0,0.0,0.0,0.0
600,,m1089186,0.0,0.0,0.0,0.0,0.0,0.0
601,,m1089der480-1,0.0,0.0,0.0,0.0,0.0,0.0
602,,m1089-lng1,0.0,0.0,0.0,0.0,0.0,0.0
603,337635c0b,l2822863,0.0,0.0,0.0,0.0,4.07,1.02
604,,m1089177,0.0,0.0,0.0,0.0,0.0,0.0
605,,e182723,0.0,0.0,0.0,0.0,0.0,0.0
606,,d5746546-1_int,0.0,0.0,0.0,0.0,0.0,0.0
607,21387929c0b,l2935551,0.0,0.0,0.0,0.0,6.1000000000000005,1.53
608,,m1089173,0.0,0.0,0.0,0.0,0.0,0.0
609,,m1089174,0.0,0.0,0.0,0.0,0.0,0.0
610,,d5534967-1_int,0.0,0.0,0.0,0.0,0.0,0.0
611,,p827501,0.0,0.0,0.0,0.0,0.0,0.0
612,,n1140516,0.0,0.0,0.0,0.0,0.0,0.0
613,,m1089176,0.0,0.0,0.0,0.0,0.0,0.0
614,,m1089179,0.0,0.0,0.0,0.0,0.0,0.0
615,,m1069451,0.0,0.0,0.0,0.0,0.0,0.0
616,337641c0b,l2804282,0.0,0.0,0.0,0.0,6.1000000000000005,1.53
617,337642c0b,l3104154,0.0,0.0,0.0,0.0,15.26,3.83
618,21474587c0b,l3104155,0.0,0.0,0.0,0.0,10.17,2.55
619,,m1069456,0.0,0.0,0.0,0.0,0.0,0.0
620,,n1147867,0.0,0.0,0.0,0.0,0.0,0.0
621,,d5837361-8_int,0.0,0.0,0.0,0.0,0.0,0.0
622,,e182745,0.0,0.0,0.0,0.0,0.0,0.0
623,21385192c0b,l2879062,0.0,0.0,0.0,0.0,6.1000000000000005,1.5299999999999998
624,,d6320328-1_int,0.0,0.0,0.0,0.0,0.0,0.0
625,,m1089170,0.0,0.0,0.0,0.0,0.0,0.0
626,337629c0b,l2748128,0.0,0.0,0.0,0.0,10.17,2.55
627,,m1089165,0.0,0.0,0.0,0.0,0.0,0.0
628,,m1089162,0.0,0.0,0.0,0.0,0.0,0.0
629,,m1089158,0.0,0.0,0.0,0.0,0.0,0.0
630,,m1089155,0.0,0.0,0.0,0.0,0.0,0.0
631,,m1108361,0.0,0.0,0.0,0.0,0.0,0.0
632,274994c0b,l3048205,0.0,0.0,0.0,0.0,10.17,2.54
633,,m1108353,0.0,0.0,0.0,0.0,0.0,0.0
634,,m1108344,0.0,0.0,0.0,0.0,0.0,0.0
635,,m1108340,0.0,0.0,0.0,0.0,0.0,0.0
636,,m1108335,0.0,0.0,0.0,0.0,0.0,0.0
637,,m1108331,0.0,0.0,0.0,0.0,0.0,0.0
638,351019c0b,l2767414,0.0,0.0,0.0,0.0,6.1,1.5299999999999998
639,,m1108328,0.0,0.0,0.0,0.0,0.0,0.0
640,,l2820590,0.0,0.0,0.0,0.0,0.0,0.0
641,,m1108317,0.0,0.0,0.0,0.0,0.0,0.0
642,,d6141147-1_int,0.0,0.0,0.0,0.0,0.0,0.0
643,,196-35541,0.0,0.0,0.0,0.0,0.0,0.0
644,,m1108316,0.0,0.0,0.0,0.0,0.0,0.0
645,,n1230121,0.0,0.0,0.0,0.0,0.0,0.0
646,,m3032981,0.0,0.0,0.0,0.0,0.0,0.0
647,,d6504019-6_int,0.0,0.0,0.0,0.0,0.0,0.0
648,,m1186065,0.0,0.0,0.0,0.0,0.0,0.0
649,,m1186064,0.0,0.0,0.0,0.0,0.0,0.0
650,,m1186063,0.0,0.0,0.0,0.0,0.0,0.0
651,,m1209776,0.0,0.0,0.0,0.0,0.0,0.0
652,,m1209775,0.0,0.0,0.0,0.0,0.0,0.0
653,,m1209774,0.0,0.0,0.0,0.0,0.0,0.0
654,2129923c0b,l3123509,0.0,0.0,0.0,0.0,6.1,1.53
655,,m1209772,0.0,0.0,0.0,0.0,0.0,0.0
656,,e192258,0.0,0.0,0.0,0.0,0.0,0.0
657,,m1209der480-1,0.0,0.0,0.0,0.0,0.0,0.0
658,,m1209-dies1,0.0,0.0,0.0,0.0,0.0,0.0
659,,n1136670,0.0,0.0,0.0,0.0,0.0,0.0
660,,d5956471-2_int,0.0,0.0,0.0,0.0,0.0,0.0
661,,m1047572,0.0,0.0,0.0,0.0,0.0,0.0
662,,m1047580,0.0,0.0,0.0,0.0,0.0,0.0
663,,p828362,0.0,0.0,0.0,0.0,0.0,0.0
664,,n1136671,0.0,0.0,0.0,0.0,0.0,0.0
665,,m1047593,0.0,0.0,0.0,0.0,0.0,0.0
666,,m1047615,0.0,0.0,0.0,0.0,0.0,0.0
667,338926a0b,l3216123,5.319999999999999,1.33,0.0,0.0,0.0,0.0
668,,n1136996,0.0,0.0,0.0,0.0,0.0,0.0
669,,m1047649,0.0,0.0,0.0,0.0,0.0,0.0
670,338925a0b,l2973153,5.32,1.3399999999999999,0.0,0.0,0.0,0.0
671,,n1136998,0.0,0.0,0.0,0.0,0.0,0.0
672,,m1047669,0.0,0.0,0.0,0.0,0.0,0.0
673,,m1047672,0.0,0.0,0.0,0.0,0.0,0.0
674,338922b0b,l2822866,0.0,0.0,9.73,2.44,0.0,0.0
675,,m1047688,0.0,0.0,0.0,0.0,0.0,0.0
676,,m1047699,0.0,0.0,0.0,0.0,0.0,0.0
677,338921a0b,l2935554,3.55,0.8899999999999999,0.0,0.0,0.0,0.0
678,,m1047713,0.0,0.0,0.0,0.0,0.0,0.0
679,,m1047720,0.0,0.0,0.0,0.0,0.0,0.0
680,226193134c0b,l2895449,0.0,0.0,0.0,0.0,10.17,2.5500000000000003
681,,n1137005,0.0,0.0,0.0,0.0,0.0,0.0
682,,m1047724,0.0,0.0,0.0,0.0,0.0,0.0
683,,m1047722,0.0,0.0,0.0,0.0,0.0,0.0
684,338910c0b,l2841621,0.0,0.0,0.0,0.0,10.17,2.54
685,,n1137986,0.0,0.0,0.0,0.0,0.0,0.0
686,,m1047732,0.0,0.0,0.0,0.0,0.0,0.0
687,,m1047737,0.0,0.0,0.0,0.0,0.0,0.0
688,,l3027157,0.0,0.0,0.0,0.0,0.0,0.0
689,338898a0b,l2973155,5.32,1.3399999999999999,0.0,0.0,0.0,0.0
690,2224500658a0b,l3784018,3.55,0.89,0.0,0.0,0.0,0.0
691,,n1136028,0.0,0.0,0.0,0.0,0.0,0.0
692,226193345a0b,l2876797,5.32,1.33,0.0,0.0,0.0,0.0
693,,r18241,0.0,0.0,0.0,0.0,0.0,0.0
694,,m1047763,0.0,0.0,0.0,0.0,0.0,0.0
695,,n1134479,0.0,0.0,0.0,0.0,0.0,0.0
696,,d5682346-3_int,0.0,0.0,0.0,0.0,0.0,0.0
697,,e206211,0.0,0.0,0.0,0.0,0.0,0.0
698,,n1134480,0.0,0.0,0.0,0.0,0.0,0.0
699,,m1069519,0.0,0.0,0.0,0.0,0.0,0.0
700,,n1136354,0.0,0.0,0.0,0.0,0.0,0.0
701,338984a0b,l2748144,8.870000000000001,2.23,0.0,0.0,0.0,0.0
702,,m1069533,0.0,0.0,0.0,0.0,0.0,0.0
703,,n1136356,0.0,0.0,0.0,0.0,0.0,0.0
704,,m1069549,0.0,0.0,0.0,0.0,0.0,0.0
705,,m1069556,0.0,0.0,0.0,0.0,0.0,0.0
706,,m1069564,0.0,0.0,0.0,0.0,0.0,0.0
707,,n1136363,0.0,0.0,0.0,0.0,0.0,0.0
708,,r18245,0.0,0.0,0.0,0.0,0.0,0.0
709,,e182746,0.0,0.0,0.0,0.0,0.0,0.0
710,,d5504876-1_int,0.0,0.0,0.0,0.0,0.0,0.0
711,,p829965,0.0,0.0,0.0,0.0,0.0,0.0
712,260476a0b,l2936271,5.32,1.33,0.0,0.0,0.0,0.0
713,,m1142815,0.0,0.0,0.0,0.0,0.0,0.0
714,,m1142814,0.0,0.0,0.0,0.0,0.0,0.0
715,,m1142810,0.0,0.0,0.0,0.0,0.0,0.0
716,,m1142813,0.0,0.0,0.0,0.0,0.0,0.0
717,,m1142der480-1,0.0,0.0,0.0,0.0,0.0,0.0
718,,m1142-lng1,0.0,0.0,0.0,0.0,0.0,0.0
719,,p901945,0.0,0.0,0.0,0.0,0.0,0.0
720,,m1125988,0.0,0.0,0.0,0.0,0.0,0.0
721,260595c0b,l2767340,26.599999999999998,6.67,29.18,7.31,30.52,7.6499999999999995
722,,m3037449,0.0,0.0,0.0,0.0,0.0,0.0
723,,m1069518,0.0,0.0,0.0,0.0,0.0,0.0
724,,n1136366,0.0,0.0,0.0,0.0,0.0,0.0
725,338977c0b,l2916620,3.55,0.89,3.89,0.98,4.07,1.02
726,355375a0b,l2689691,8.87,2.2199999999999998,0.0,0.0,0.0,0.0
727,,m1009763,0.0,0.0,0.0,0.0,0.0,0.0
728,,e182733,0.0,0.0,0.0,0.0,0.0,0.0
729,,f739845,0.0,0.0,0.0,0.0,0.0,0.0
730,293471c0b,293471,8.87,2.23,9.729999999999999,2.44,10.17,2.55
731,,d5686080-1_int,0.0,0.0,0.0,0.0,0.0,0.0
732,,p827580,0.0,0.0,0.0,0.0,0.0,0.0
733,,n1145954,0.0,0.0,0.0,0.0,0.0,0.0
734,,p827527,0.0,0.0,0.0,0.0,0.0,0.0
735,,n1136658,0.0,0.0,0.0,0.0,0.0,0.0
736,,m1047566,0.0,0.0,0.0,0.0,0.0,0.0
737,,n1140825,0.0,0.0,0.0,0.0,0.0,0.0
738,293663c0b,l3216368,0.0,0.0,0.0,0.0,6.1,1.53
739,,n1140827,0.0,0.0,0.0,0.0,0.0,0.0
740,,m1026726,0.0,0.0,0.0,0.0,0.0,0.0
741,2120126c0b,l2814529,17.740000000000002,4.45,19.45,4.88,20.34,5.09
742,,n1140823,0.0,0.0,0.0,0.0,0.0,0.0
743,21393643c0b,l2851933,8.87,2.23,9.73,2.44,15.260000000000002,3.83
744,293664c0b,l3207907,17.740000000000002,4.449999999999999,29.18,7.3100000000000005,20.34,5.09
745,,m3037441,0.0,0.0,0.0,0.0,0.0,0.0
746,,p829977,0.0,0.0,0.0,0.0,0.0,0.0
747,,m1186061,0.0,0.0,0.0,0.0,0.0,0.0
748,226264795a0b,l3139366,8.870000000000001,2.23,0.0,0.0,0.0,0.0
749,,m4362177,0.0,0.0,0.0,0.0,0.0,0.0
750,,m1186052,0.0,0.0,0.0,0.0,0.0,0.0
751,,198-5320,0.0,0.0,0.0,0.0,0.0,0.0
752,,221-311359,0.0,0.0,0.0,0.0,0.0,0.0
753,227944551c0b,l3234149,88.68,22.22,97.25999999999999,24.38,101.7,25.49
754,260601c0b,l2730149,0.0,0.0,0.0,0.0,6.1,1.53
755,337729c0b,l2728247,3.55,0.89,9.73,2.4400000000000004,4.07,1.02
756,,196-29518,0.0,0.0,0.0,0.0,0.0,0.0
757,356062b0b,l3122816,0.0,0.0,9.73,2.44,0.0,0.0
758,321853b0b,l2673313,0.0,0.0,9.73,2.4400000000000004,0.0,0.0
759,,m1027011,0.0,0.0,0.0,0.0,0.0,0.0
760,321840b0b,l2804256,0.0,0.0,3.89,0.97,0.0,0.0
761,,m1026960,0.0,0.0,0.0,0.0,0.0,0.0
762,321852c0b,l2916608,0.0,0.0,0.0,0.0,4.07,1.02
763,,m1027002,0.0,0.0,0.0,0.0,0.0,0.0
764,356063c0b,l3160103,0.0,0.0,0.0,0.0,6.1000000000000005,1.52
765,,m1026950,0.0,0.0,0.0,0.0,0.0,0.0
766,321859b0b,l3254213,0.0,0.0,9.73,2.44,0.0,0.0
767,,m1027039,0.0,0.0,0.0,0.0,0.0,0.0
768,,m1026915,0.0,0.0,0.0,0.0,0.0,0.0
769,,d5774457-1_int,0.0,0.0,0.0,0.0,0.0,0.0
770,,m1026920,0.0,0.0,0.0,0.0,0.0,0.0
771,,m1026926,0.0,0.0,0.0,0.0,0.0,0.0
772,,m1026927,0.0,0.0,0.0,0.0,0.0,0.0
773,,m1026954,0.0,0.0,0.0,0.0,0.0,0.0
774,,m1027013,0.0,0.0,0.0,0.0,0.0,0.0
775,,m1027023,0.0,0.0,0.0,0.0,0.0,0.0
776,,m1027043,0.0,0.0,0.0,0.0,0.0,0.0
777,,m1027055,0.0,0.0,0.0,0.0,0.0,0.0
778,,m3763624,0.0,0.0,0.0,0.0,0.0,0.0
779,,m3763618,0.0,0.0,0.0,0.0,0.0,0.0
780,293655c0b,l2729414,8.870000000000001,2.23,9.73,2.44,10.17,2.55
781,,n1140817,0.0,0.0,0.0,0.0,0.0,0.0
782,,m1026970,0.0,0.0,0.0,0.0,0.0,0.0
783,,m1026977,0.0,0.0,0.0,0.0,0.0,0.0
784,,m1026978,0.0,0.0,0.0,0.0,0.0,0.0
785,,m1026979,0.0,0.0,0.0,0.0,0.0,0.0
786,,m1026984,0.0,0.0,0.0,0.0,0.0,0.0
787,,m1026986,0.0,0.0,0.0,0.0,0.0,0.0
788,,m1026997,0.0,0.0,0.0,0.0,0.0,0.0
789,,m1027000,0.0,0.0,0.0,0.0,0.0,0.0
790,,m1089145,0.0,0.0,0.0,0.0,0.0,0.0
791,21384099c0b,l3215385,13.299999999999999,3.33,19.45,4.88,15.26,3.83
792,228091193c0b,l3047289,17.740000000000002,4.45,19.450000000000003,4.87,20.34,5.1
793,293652c0b,l3235258,5.32,1.34,14.59,3.6500000000000004,6.1,1.5299999999999998
794,,221-242079,0.0,0.0,0.0,0.0,0.0,0.0
795,2129466c0b,l3011293,17.740000000000002,4.45,19.45,4.88,20.34,5.1
796,,221-308718,0.0,0.0,0.0,0.0,0.0,0.0
797,227760021c0b,l2803199,17.740000000000002,4.45,19.45,4.87,20.34,5.1
798,,221-311609,0.0,0.0,0.0,0.0,0.0,0.0
799,227921427c0b,l2915542,17.740000000000002,4.4399999999999995,19.45,4.880000000000001,20.34,5.1
800,,221-311905,0.0,0.0,0.0,0.0,0.0,0.0
801,227760024c0b,l3215203,17.740000000000002,4.44,19.450000000000003,4.87,20.34,5.1
802,,p862322,0.0,0.0,0.0,0.0,0.0,0.0
803,,p850080,0.0,0.0,0.0,0.0,0.0,0.0
804,,p850072,0.0,0.0,0.0,0.0,0.0,0.0
805,,p827563,0.0,0.0,0.0,0.0,0.0,0.0
806,,n1138595,0.0,0.0,0.0,0.0,0.0,0.0
807,,m3036167,0.0,0.0,0.0,0.0,0.0,0.0
808,21236413b0b,l3085391,0.0,0.0,19.45,4.88,0.0,0.0
809,337687b0b,l2973156,0.0,0.0,5.84,1.46,0.0,0.0
810,,d6017295-1_int,0.0,0.0,0.0,0.0,0.0,0.0
811,,m1069393,0.0,0.0,0.0,0.0,0.0,0.0
812,,m1069408,0.0,0.0,0.0,0.0,0.0,0.0
