name,element,length_unit,z_matrix_real,z_matrix_imag,length,from_bus,to_bus,num_phases,phases,is_switch,is_open,base_kv_LL
ln5501004-1,line,3,"[[0.6608697905171503, 0.13749931929573364, 0.14206645526363162], [0.13749931929573364, 0.6539991534688784, 0.13851834374542207], [0.14206645526363162, 0.13851834374542207, 0.6630065270695664]]","[[0.8699472295442794, 0.38857912659779587, 0.3661153844245816], [0.38857912659779587, 0.8785278216853144, 0.40595335548372335], [0.3661153844245816, 0.40595335548372335, 0.8673003155391137]]",0.060807616,m1009784,m1009770,3,"{'b', 'c', 'a'}",False,False,12.47
ln5531255-2,line,3,"[[0.6608697905171502, 0.13749931929573364, 0.1420664552636316], [0.13749931929573364, 0.6539991534688784, 0.13851834374542207], [0.1420664552636316, 0.13851834374542207, 0.6630065270695664]]","[[0.8699472295442793, 0.3885791265977958, 0.3661153844245815], [0.3885791265977958, 0.8785278216853143, 0.4059533554837233], [0.3661153844245815, 0.4059533554837233, 0.8673003155391137]]",0.008044195,m1009770,n1147857,3,"{'b', 'c', 'a'}",False,False,12.47
ln5531255-3,line,3,"[[0.6608697905171503, 0.13749931929573364, 0.14206645526363162], [0.13749931929573364, 0.6539991534688784, 0.13851834374542207], [0.14206645526363162, 0.13851834374542207, 0.6630065270695665]]","[[0.8699472295442794, 0.38857912659779587, 0.3661153844245816], [0.38857912659779587, 0.8785278216853144, 0.40595335548372335], [0.3661153844245816, 0.40595335548372335, 0.8673003155391137]]",0.054752983,n1147857,m1009742,3,"{'b', 'c', 'a'}",False,False,12.47
ln6076268-1,line,3,"[[0.6608697905171503, 0.13749931929573364, 0.1420664552636316], [0.13749931929573364, 0.6539991534688785, 0.13851834374542207], [0.1420664552636316, 0.13851834374542207, 0.6630065270695664]]","[[0.8699472295442794, 0.38857912659779587, 0.3661153844245816], [0.38857912659779587, 0.8785278216853143, 0.40595335548372335], [0.3661153844245816, 0.40595335548372335, 0.8673003155391138]]",0.011964648,m1009742,p901972,3,"{'b', 'c', 'a'}",False,False,12.47
ln5954983-1,line,3,"[[0.6608697905171502, 0.13749931929573364, 0.14206645526363162], [0.13749931929573364, 0.6539991534688784, 0.13851834374542207], [0.14206645526363162, 0.13851834374542207, 0.6630065270695664]]","[[0.8699472295442793, 0.3885791265977958, 0.3661153844245815], [0.3885791265977958, 0.8785278216853143, 0.40595335548372335], [0.3661153844245815, 0.40595335548372335, 0.8673003155391137]]",0.090083252,p901972,m1009726,3,"{'b', 'c', 'a'}",False,False,12.47
ln5833652-1,line,3,"[[0.6608697905171502, 0.13749931929573364, 0.1420664552636316], [0.13749931929573364, 0.6539991534688784, 0.13851834374542205], [0.1420664552636316, 0.13851834374542205, 0.6630065270695664]]","[[0.8699472295442793, 0.3885791265977958, 0.3661153844245815], [0.3885791265977958, 0.8785278216853142, 0.4059533554837233], [0.3661153844245815, 0.4059533554837233, 0.8673003155391137]]",0.072739184,m1009726,m1009724,3,"{'b', 'c', 'a'}",False,False,12.47
ln5744344-1,line,3,"[[0.6608697905171502, 0.13749931929573364, 0.1420664552636316], [0.13749931929573364, 0.6539991534688784, 0.13851834374542205], [0.1420664552636316, 0.13851834374542205, 0.6630065270695664]]","[[0.8699472295442793, 0.38857912659779587, 0.36611538442458147], [0.38857912659779587, 0.8785278216853142, 0.4059533554837233], [0.36611538442458147, 0.4059533554837233, 0.8673003155391137]]",0.045538056,m1009724,m1009720,3,"{'b', 'c', 'a'}",False,False,12.47
ln5714057-1,line,3,"[[0.6608697905171502, 0.13749931929573364, 0.1420664552636316], [0.13749931929573364, 0.6539991534688784, 0.13851834374542207], [0.1420664552636316, 0.13851834374542207, 0.6630065270695664]]","[[0.8699472295442794, 0.3885791265977958, 0.3661153844245816], [0.3885791265977958, 0.8785278216853143, 0.4059533554837233], [0.3661153844245816, 0.4059533554837233, 0.8673003155391138]]",0.028563507,m1009720,m1009715,3,"{'b', 'c', 'a'}",False,False,12.47
ln6380825-1,line,3,"[[0.6608697905171501, 0.1374993192957336, 0.1420664552636316], [0.1374993192957336, 0.6539991534688784, 0.13851834374542207], [0.1420664552636316, 0.13851834374542207, 0.6630065270695664]]","[[0.8699472295442793, 0.3885791265977958, 0.3661153844245815], [0.3885791265977958, 0.8785278216853142, 0.4059533554837233], [0.3661153844245815, 0.4059533554837233, 0.8673003155391137]]",0.080367352,m1009715,m1009705,3,"{'b', 'c', 'a'}",False,False,12.47
ln5894192-1,line,3,"[[0.6608697905171503, 0.13749931929573364, 0.14206645526363162], [0.13749931929573364, 0.6539991534688784, 0.13851834374542207], [0.14206645526363162, 0.13851834374542207, 0.6630065270695665]]","[[0.8699472295442794, 0.38857912659779587, 0.3661153844245816], [0.38857912659779587, 0.8785278216853143, 0.4059533554837233], [0.3661153844245816, 0.4059533554837233, 0.8673003155391138]]",0.04727154,m1009705,m1009698,3,"{'b', 'c', 'a'}",False,False,12.47
ln6258429-1,line,3,"[[0.6608697905171501, 0.13749931929573364, 0.1420664552636316], [0.13749931929573364, 0.6539991534688784, 0.13851834374542205], [0.1420664552636316, 0.13851834374542205, 0.6630065270695664]]","[[0.8699472295442793, 0.3885791265977958, 0.3661153844245815], [0.3885791265977958, 0.8785278216853143, 0.40595335548372335], [0.3661153844245815, 0.40595335548372335, 0.8673003155391137]]",0.080746087,m1009698,m1026767,3,"{'b', 'c', 'a'}",False,False,12.47
ln5500957-1,line,3,"[[0.6608697905171502, 0.13749931929573364, 0.14206645526363162], [0.13749931929573364, 0.6539991534688784, 0.13851834374542205], [0.14206645526363162, 0.13851834374542205, 0.6630065270695664]]","[[0.8699472295442794, 0.38857912659779587, 0.3661153844245816], [0.38857912659779587, 0.8785278216853143, 0.40595335548372335], [0.3661153844245816, 0.40595335548372335, 0.8673003155391137]]",0.044100816,m1026767,l3216346,3,"{'b', 'c', 'a'}",False,False,12.47
ln5621834-1,line,3,"[[0.6608697905171502, 0.13749931929573364, 0.1420664552636316], [0.13749931929573364, 0.6539991534688784, 0.13851834374542205], [0.1420664552636316, 0.13851834374542205, 0.6630065270695663]]","[[0.8699472295442793, 0.38857912659779587, 0.3661153844245815], [0.38857912659779587, 0.8785278216853143, 0.4059533554837233], [0.3661153844245815, 0.4059533554837233, 0.8673003155391137]]",0.13136078,l3216346,l2858163,3,"{'b', 'c', 'a'}",False,False,12.47
ln5833611-1,line,3,"[[0.6608697905171502, 0.13749931929573364, 0.1420664552636316], [0.13749931929573364, 0.6539991534688784, 0.13851834374542207], [0.1420664552636316, 0.13851834374542207, 0.6630065270695664]]","[[0.8699472295442793, 0.38857912659779587, 0.3661153844245815], [0.38857912659779587, 0.8785278216853144, 0.4059533554837233], [0.3661153844245815, 0.4059533554837233, 0.8673003155391137]]",0.16134385,l2858163,l2766747,3,"{'b', 'c', 'a'}",False,False,12.47
ln6153057-1,line,3,"[[0.6608697905171502, 0.13749931929573364, 0.1420664552636316], [0.13749931929573364, 0.6539991534688784, 0.13851834374542205], [0.1420664552636316, 0.13851834374542205, 0.6630065270695663]]","[[0.8699472295442793, 0.3885791265977958, 0.3661153844245815], [0.3885791265977958, 0.8785278216853143, 0.4059533554837233], [0.3661153844245815, 0.4059533554837233, 0.8673003155391137]]",0.035496468,l2766747,m1026732,3,"{'b', 'c', 'a'}",False,False,12.47
ln6153057-2,line,3,"[[0.6608697905171503, 0.13749931929573364, 0.14206645526363162], [0.13749931929573364, 0.6539991534688785, 0.13851834374542207], [0.14206645526363162, 0.13851834374542207, 0.6630065270695664]]","[[0.8699472295442794, 0.38857912659779587, 0.3661153844245816], [0.38857912659779587, 0.8785278216853144, 0.40595335548372335], [0.3661153844245816, 0.40595335548372335, 0.8673003155391137]]",0.081188544,m1026732,l3047058,3,"{'b', 'c', 'a'}",False,False,12.47
ln6153058-1,line,3,"[[0.6608697905171503, 0.13749931929573364, 0.1420664552636316], [0.13749931929573364, 0.6539991534688785, 0.13851834374542207], [0.1420664552636316, 0.13851834374542207, 0.6630065270695664]]","[[0.8699472295442794, 0.38857912659779587, 0.3661153844245816], [0.38857912659779587, 0.8785278216853144, 0.4059533554837233], [0.3661153844245816, 0.4059533554837233, 0.8673003155391137]]",0.150918759,l3047058,l3047059,3,"{'b', 'c', 'a'}",False,False,12.47
tsw30473047_sw,line,0,"[[0.001, 0.0, 0.0], [0.0, 0.001, 0.0], [0.0, 0.0, 0.001]]","[[0.001, 0.0, 0.0], [0.0, 0.001, 0.0], [0.0, 0.0, 0.001]]",0.001,l3047059,l3047060,3,"{'b', 'c', 'a'}",True,False,12.47
ln6153059-1,line,3,"[[0.6608697905171502, 0.13749931929573364, 0.1420664552636316], [0.13749931929573364, 0.6539991534688784, 0.13851834374542207], [0.1420664552636316, 0.13851834374542207, 0.6630065270695664]]","[[0.8699472295442793, 0.3885791265977958, 0.3661153844245816], [0.3885791265977958, 0.8785278216853143, 0.4059533554837233], [0.3661153844245816, 0.4059533554837233, 0.8673003155391137]]",0.081247143,l3047060,l3048221,3,"{'b', 'c', 'a'}",False,False,12.47
ln6044631-1,line,3,"[[0.27001903752089, 0.10995066546782976, 0.1135384900446312], [0.10995066546782976, 0.2646337351077933, 0.1107469931027061], [0.1135384900446312, 0.1107469931027061, 0.27169827938724384]]","[[0.6959739725759836, 0.3335097859867847, 0.3082706578745229], [0.3335097859867847, 0.7087291002604086, 0.35025852041852196], [0.3082706578745229, 0.35025852041852196, 0.6920213416170082]]",0.27147085,m1009650,e203026,3,"{'b', 'c', 'a'}",False,False,12.47
ln5800693-1,line,3,"[[0.27001903752089, 0.10995066546782976, 0.1135384900446312], [0.10995066546782976, 0.26463373510779326, 0.11074699310270608], [0.1135384900446312, 0.11074699310270608, 0.2716982793872438]]","[[0.6959739725759836, 0.3335097859867847, 0.3082706578745229], [0.3335097859867847, 0.7087291002604085, 0.35025852041852196], [0.3082706578745229, 0.35025852041852196, 0.6920213416170082]]",0.009030219,m1009651,m1009650,3,"{'b', 'c', 'a'}",False,False,12.47
ln6260020-1,line,3,"[[0.27001903752089, 0.10995066546782975, 0.11353849004463121], [0.10995066546782975, 0.26463373510779326, 0.1107469931027061], [0.11353849004463121, 0.1107469931027061, 0.2716982793872438]]","[[0.6959739725759837, 0.33350978598678477, 0.3082706578745229], [0.33350978598678477, 0.7087291002604086, 0.35025852041852196], [0.3082706578745229, 0.35025852041852196, 0.6920213416170082]]",0.063088666,m1026655,m1009651,3,"{'b', 'c', 'a'}",False,False,12.47
ln5591284-2,line,3,"[[0.27001903752089, 0.10995066546782976, 0.11353849004463121], [0.10995066546782976, 0.2646337351077933, 0.11074699310270611], [0.11353849004463121, 0.11074699310270611, 0.27169827938724384]]","[[0.6959739725759837, 0.33350978598678477, 0.30827065787452296], [0.33350978598678477, 0.7087291002604086, 0.35025852041852196], [0.30827065787452296, 0.35025852041852196, 0.6920213416170083]]",0.071404206,m1026658,m1026655,3,"{'b', 'c', 'a'}",False,False,12.47
ln5591284-1,line,3,"[[0.27001903752089, 0.10995066546782975, 0.1135384900446312], [0.10995066546782975, 0.26463373510779326, 0.11074699310270608], [0.1135384900446312, 0.11074699310270608, 0.2716982793872438]]","[[0.6959739725759835, 0.3335097859867847, 0.3082706578745229], [0.3335097859867847, 0.7087291002604085, 0.3502585204185219], [0.3082706578745229, 0.3502585204185219, 0.6920213416170082]]",0.03328692,l2673319,m1026658,3,"{'b', 'c', 'a'}",False,False,12.47
ln6350543-1,line,3,"[[0.27001903752089, 0.10995066546782974, 0.1135384900446312], [0.10995066546782974, 0.26463373510779326, 0.11074699310270608], [0.1135384900446312, 0.11074699310270608, 0.27169827938724384]]","[[0.6959739725759836, 0.3335097859867847, 0.3082706578745229], [0.3335097859867847, 0.7087291002604085, 0.35025852041852196], [0.3082706578745229, 0.35025852041852196, 0.6920213416170082]]",0.14285375,m1026662,l2673319,3,"{'b', 'c', 'a'}",False,False,12.47
ln6380818-1,line,3,"[[0.27001903752089, 0.10995066546782976, 0.1135384900446312], [0.10995066546782976, 0.26463373510779326, 0.1107469931027061], [0.1135384900446312, 0.1107469931027061, 0.27169827938724384]]","[[0.6959739725759837, 0.33350978598678477, 0.3082706578745229], [0.33350978598678477, 0.7087291002604085, 0.35025852041852196], [0.3082706578745229, 0.35025852041852196, 0.6920213416170082]]",0.047828905,m1026670,m1026662,3,"{'b', 'c', 'a'}",False,False,12.47
ln6505950-1,line,3,"[[0.27001903752089, 0.10995066546782975, 0.1135384900446312], [0.10995066546782975, 0.26463373510779326, 0.11074699310270608], [0.1135384900446312, 0.11074699310270608, 0.2716982793872438]]","[[0.6959739725759836, 0.3335097859867847, 0.3082706578745229], [0.3335097859867847, 0.7087291002604085, 0.35025852041852196], [0.3082706578745229, 0.35025852041852196, 0.6920213416170082]]",0.016265057,m3036170,m1026670,3,"{'b', 'c', 'a'}",False,False,12.47
ln6505949-1,line,3,"[[0.27001903752089, 0.10995066546782975, 0.11353849004463121], [0.10995066546782975, 0.26463373510779326, 0.1107469931027061], [0.11353849004463121, 0.1107469931027061, 0.27169827938724384]]","[[0.6959739725759836, 0.3335097859867847, 0.30827065787452285], [0.3335097859867847, 0.7087291002604086, 0.3502585204185219], [0.30827065787452285, 0.3502585204185219, 0.6920213416170082]]",0.002179793,l2691952,m3036170,3,"{'b', 'c', 'a'}",False,False,12.47
ln6047599-3,line,3,"[[0.27001903752089, 0.10995066546782975, 0.11353849004463121], [0.10995066546782975, 0.2646337351077933, 0.1107469931027061], [0.11353849004463121, 0.1107469931027061, 0.27169827938724384]]","[[0.6959739725759836, 0.3335097859867847, 0.3082706578745229], [0.3335097859867847, 0.7087291002604086, 0.35025852041852196], [0.3082706578745229, 0.35025852041852196, 0.6920213416170082]]",0.079541892,q14414,l2691952,3,"{'b', 'c', 'a'}",False,False,12.47
ln4625876_sw,line,0,"[[0.001, 0.0, 0.0], [0.0, 0.001, 0.0], [0.0, 0.0, 0.001]]","[[0.001, 0.0, 0.0], [0.0, 0.001, 0.0], [0.0, 0.0, 0.001]]",0.001,d5835167-6_int,q14414,3,"{'b', 'c', 'a'}",True,False,12.47
ln5867591-1,line,3,"[[1.6834002150542942, 0.13832407098648414, 0.1426686299223948], [0.13832407098648414, 1.67685640420731, 0.13929421602661768], [0.1426686299223948, 0.13929421602661768, 1.685430148312288]]","[[0.9272999605569422, 0.43262271591135965, 0.4122526718081957], [0.43262271591135965, 0.932727566426695, 0.4504694180294323], [0.4122526718081957, 0.4504694180294323, 0.9256370578758736]]",0.003413313,m1125994,d5867591-1_int,3,"{'b', 'c', 'a'}",False,False,12.47
v7041_48332_sw,line,0,"[[0.001, 0.0, 0.0], [0.0, 0.001, 0.0], [0.0, 0.0, 0.001]]","[[0.001, 0.0, 0.0], [0.0, 0.001, 0.0], [0.0, 0.0, 0.001]]",0.001,d5867591-1_int,e183472,3,"{'b', 'c', 'a'}",True,False,12.47
ln5985361-1,line,3,"[[0.6608697905171502, 0.13749931929573364, 0.14206645526363162], [0.13749931929573364, 0.6539991534688785, 0.13851834374542207], [0.14206645526363162, 0.13851834374542207, 0.6630065270695664]]","[[0.8699472295442794, 0.3885791265977958, 0.3661153844245815], [0.3885791265977958, 0.8785278216853144, 0.40595335548372335], [0.3661153844245815, 0.40595335548372335, 0.8673003155391137]]",0.15613929,e183472,l2989566,3,"{'b', 'c', 'a'}",False,False,12.47
ln6318768-1,line,3,"[[0.6608697905171502, 0.13749931929573364, 0.14206645526363162], [0.13749931929573364, 0.6539991534688784, 0.13851834374542205], [0.14206645526363162, 0.13851834374542205, 0.6630065270695664]]","[[0.8699472295442793, 0.3885791265977958, 0.3661153844245815], [0.3885791265977958, 0.8785278216853143, 0.4059533554837233], [0.3661153844245815, 0.4059533554837233, 0.8673003155391137]]",0.086391936,l2989566,m1108378,3,"{'b', 'c', 'a'}",False,False,12.47
ln6077443-1,line,3,"[[0.6608697905171503, 0.13749931929573367, 0.14206645526363162], [0.13749931929573367, 0.6539991534688785, 0.13851834374542207], [0.14206645526363162, 0.13851834374542207, 0.6630065270695664]]","[[0.8699472295442794, 0.3885791265977959, 0.3661153844245816], [0.3885791265977959, 0.8785278216853144, 0.40595335548372335], [0.3661153844245816, 0.40595335548372335, 0.8673003155391138]]",0.010598569,m1108378,m1108379,3,"{'b', 'c', 'a'}",False,False,12.47
ln6411005-1,line,3,"[[0.6608697905171502, 0.13749931929573364, 0.14206645526363162], [0.13749931929573364, 0.6539991534688784, 0.13851834374542207], [0.14206645526363162, 0.13851834374542207, 0.6630065270695664]]","[[0.8699472295442794, 0.38857912659779587, 0.3661153844245815], [0.38857912659779587, 0.8785278216853143, 0.40595335548372335], [0.3661153844245815, 0.40595335548372335, 0.8673003155391137]]",0.040149925,m1108379,m1108380,3,"{'b', 'c', 'a'}",False,False,12.47
ln6411005-2,line,3,"[[0.6608697905171502, 0.13749931929573364, 0.1420664552636316], [0.13749931929573364, 0.6539991534688784, 0.13851834374542205], [0.1420664552636316, 0.13851834374542205, 0.6630065270695664]]","[[0.8699472295442794, 0.3885791265977958, 0.3661153844245816], [0.3885791265977958, 0.8785278216853144, 0.4059533554837233], [0.3661153844245816, 0.4059533554837233, 0.8673003155391137]]",0.08550545,m1108380,l2898495,3,"{'b', 'c', 'a'}",False,False,12.47
ln6411010-1,line,3,"[[0.6608697905171502, 0.13749931929573364, 0.1420664552636316], [0.13749931929573364, 0.6539991534688784, 0.13851834374542207], [0.1420664552636316, 0.13851834374542207, 0.6630065270695664]]","[[0.8699472295442794, 0.38857912659779587, 0.3661153844245815], [0.38857912659779587, 0.8785278216853144, 0.40595335548372335], [0.3661153844245815, 0.40595335548372335, 0.8673003155391137]]",0.138479238,l2898495,m1108400,3,"{'b', 'c', 'a'}",False,False,12.47
ln6422011-1,line,3,"[[0.6608697905171502, 0.13749931929573364, 0.14206645526363162], [0.13749931929573364, 0.6539991534688784, 0.13851834374542205], [0.14206645526363162, 0.13851834374542205, 0.6630065270695664]]","[[0.8699472295442794, 0.3885791265977958, 0.3661153844245816], [0.3885791265977958, 0.8785278216853143, 0.40595335548372335], [0.3661153844245816, 0.40595335548372335, 0.8673003155391137]]",0.229743283,m1108400,m1108401,3,"{'b', 'c', 'a'}",False,False,12.47
ln6422012-1,line,3,"[[0.6608697905171502, 0.13749931929573367, 0.1420664552636316], [0.13749931929573367, 0.6539991534688784, 0.13851834374542205], [0.1420664552636316, 0.13851834374542205, 0.6630065270695664]]","[[0.8699472295442794, 0.38857912659779587, 0.3661153844245816], [0.38857912659779587, 0.8785278216853144, 0.40595335548372335], [0.3661153844245816, 0.40595335548372335, 0.8673003155391137]]",0.132489732,m1108401,m1108402,3,"{'b', 'c', 'a'}",False,False,12.47
ln6422013-1,line,3,"[[0.6608697905171502, 0.13749931929573364, 0.1420664552636316], [0.13749931929573364, 0.6539991534688784, 0.13851834374542207], [0.1420664552636316, 0.13851834374542207, 0.6630065270695664]]","[[0.8699472295442794, 0.38857912659779587, 0.3661153844245816], [0.38857912659779587, 0.8785278216853143, 0.4059533554837233], [0.3661153844245816, 0.4059533554837233, 0.8673003155391137]]",0.059347198,m1108402,m1108403,3,"{'b', 'c', 'a'}",False,False,12.47
ln6422014-1,line,3,"[[0.6608697905171501, 0.13749931929573364, 0.1420664552636316], [0.13749931929573364, 0.6539991534688783, 0.13851834374542205], [0.1420664552636316, 0.13851834374542205, 0.6630065270695664]]","[[0.8699472295442793, 0.3885791265977958, 0.3661153844245815], [0.3885791265977958, 0.8785278216853143, 0.4059533554837233], [0.3661153844245815, 0.4059533554837233, 0.8673003155391136]]",0.083747982,m1108400,m1108404,3,"{'b', 'c', 'a'}",False,False,12.47
ln6422015-1,line,3,"[[0.6608697905171502, 0.13749931929573367, 0.14206645526363162], [0.13749931929573367, 0.6539991534688784, 0.13851834374542207], [0.14206645526363162, 0.13851834374542207, 0.6630065270695664]]","[[0.8699472295442794, 0.38857912659779587, 0.3661153844245816], [0.38857912659779587, 0.8785278216853144, 0.40595335548372335], [0.3661153844245816, 0.40595335548372335, 0.8673003155391138]]",0.128974733,m1108402,m1108405,3,"{'b', 'c', 'a'}",False,False,12.47
ln6422016-1,line,3,"[[0.6608697905171503, 0.13749931929573364, 0.14206645526363162], [0.13749931929573364, 0.6539991534688785, 0.13851834374542207], [0.14206645526363162, 0.13851834374542207, 0.6630065270695665]]","[[0.8699472295442795, 0.38857912659779587, 0.3661153844245816], [0.38857912659779587, 0.8785278216853144, 0.4059533554837233], [0.3661153844245816, 0.4059533554837233, 0.8673003155391138]]",0.323897345,m1108403,m1108406,3,"{'b', 'c', 'a'}",False,False,12.47
ln6422017-1,line,3,"[[0.0, 0.0, 0.0], [0.0, 0.9075687897318577, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.2779023339164595, 0.0], [0.0, 0.0, 0.0]]",0.147928723,m1108403,m1108407,1,{'b'},False,False,12.47
ln6409778-1,line,3,"[[0.6608697905171503, 0.13749931929573367, 0.1420664552636316], [0.13749931929573367, 0.6539991534688784, 0.13851834374542207], [0.1420664552636316, 0.13851834374542207, 0.6630065270695664]]","[[0.8699472295442794, 0.3885791265977958, 0.3661153844245816], [0.3885791265977958, 0.8785278216853144, 0.40595335548372335], [0.3661153844245816, 0.40595335548372335, 0.8673003155391138]]",0.14066211,l2898495,l2952003,3,"{'b', 'c', 'a'}",False,False,12.47
ln5561437-1,line,3,"[[0.6608697905171501, 0.13749931929573364, 0.1420664552636316], [0.13749931929573364, 0.6539991534688783, 0.13851834374542207], [0.1420664552636316, 0.13851834374542207, 0.6630065270695664]]","[[0.8699472295442794, 0.3885791265977958, 0.3661153844245815], [0.3885791265977958, 0.8785278216853143, 0.4059533554837233], [0.3661153844245815, 0.4059533554837233, 0.8673003155391137]]",0.10724762,l2952003,m1108381,3,"{'b', 'c', 'a'}",False,False,12.47
ln6350574-1,line,3,"[[0.6608697905171502, 0.13749931929573364, 0.14206645526363162], [0.13749931929573364, 0.6539991534688784, 0.13851834374542205], [0.14206645526363162, 0.13851834374542205, 0.6630065270695664]]","[[0.8699472295442793, 0.38857912659779587, 0.3661153844245816], [0.38857912659779587, 0.8785278216853143, 0.4059533554837233], [0.3661153844245816, 0.4059533554837233, 0.8673003155391137]]",0.075954944,m1108381,l3254237,3,"{'b', 'c', 'a'}",False,False,12.47
ln6425615-1,line,3,"[[0.6608697905171502, 0.13749931929573364, 0.14206645526363162], [0.13749931929573364, 0.6539991534688785, 0.13851834374542207], [0.14206645526363162, 0.13851834374542207, 0.6630065270695664]]","[[0.8699472295442794, 0.38857912659779587, 0.3661153844245815], [0.38857912659779587, 0.8785278216853143, 0.40595335548372335], [0.3661153844245815, 0.40595335548372335, 0.8673003155391138]]",0.14020837,l3254237,m1108387,3,"{'b', 'c', 'a'}",False,False,12.47
ln5728479-1,line,3,"[[0.6608697905171502, 0.13749931929573367, 0.1420664552636316], [0.13749931929573367, 0.6539991534688785, 0.13851834374542207], [0.1420664552636316, 0.13851834374542207, 0.6630065270695664]]","[[0.8699472295442794, 0.38857912659779587, 0.3661153844245816], [0.38857912659779587, 0.8785278216853143, 0.40595335548372335], [0.3661153844245816, 0.40595335548372335, 0.8673003155391138]]",0.030480145,m1108387,m1108398,3,"{'b', 'c', 'a'}",False,False,12.47
ln6061815-1,line,3,"[[0.6608697905171502, 0.13749931929573364, 0.1420664552636316], [0.13749931929573364, 0.6539991534688783, 0.13851834374542205], [0.1420664552636316, 0.13851834374542205, 0.6630065270695664]]","[[0.8699472295442793, 0.38857912659779587, 0.3661153844245815], [0.38857912659779587, 0.8785278216853143, 0.4059533554837233], [0.3661153844245815, 0.4059533554837233, 0.8673003155391137]]",0.068025827,m1108398,m1108395,3,"{'b', 'c', 'a'}",False,False,12.47
ln6061820-1,line,3,"[[0.0, 0.0, 0.0], [0.0, 0.9075687897318575, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.27790233391645947, 0.0], [0.0, 0.0, 0.0]]",0.184832764,m1108395,m1108410,1,{'b'},False,False,12.47
ln6274208-1,line,3,"[[0.6608697905171502, 0.13749931929573364, 0.1420664552636316], [0.13749931929573364, 0.6539991534688784, 0.13851834374542207], [0.1420664552636316, 0.13851834374542207, 0.6630065270695663]]","[[0.8699472295442794, 0.3885791265977958, 0.3661153844245815], [0.3885791265977958, 0.8785278216853143, 0.4059533554837233], [0.3661153844245815, 0.4059533554837233, 0.8673003155391137]]",0.094743382,m1108395,l2896685,3,"{'b', 'c', 'a'}",False,False,12.47
ln6274208-2,line,3,"[[0.6608697905171502, 0.13749931929573364, 0.1420664552636316], [0.13749931929573364, 0.6539991534688784, 0.13851834374542205], [0.1420664552636316, 0.13851834374542205, 0.6630065270695664]]","[[0.8699472295442794, 0.3885791265977958, 0.3661153844245815], [0.3885791265977958, 0.8785278216853143, 0.40595335548372335], [0.3661153844245815, 0.40595335548372335, 0.8673003155391137]]",0.024030357,l2896685,m1089185,3,"{'b', 'c', 'a'}",False,False,12.47
ln81098881-1,line,3,"[[0.6608697905171502, 0.13749931929573364, 0.1420664552636316], [0.13749931929573364, 0.6539991534688783, 0.13851834374542205], [0.1420664552636316, 0.13851834374542205, 0.6630065270695663]]","[[0.8699472295442793, 0.38857912659779587, 0.3661153844245815], [0.38857912659779587, 0.8785278216853143, 0.4059533554837233], [0.3661153844245815, 0.4059533554837233, 0.8673003155391137]]",0.00721822,m1089185,p850083,3,"{'b', 'c', 'a'}",False,False,12.47
ln8979257-1,line,3,"[[0.6608697905171502, 0.13749931929573364, 0.14206645526363162], [0.13749931929573364, 0.6539991534688784, 0.13851834374542205], [0.14206645526363162, 0.13851834374542205, 0.6630065270695664]]","[[0.8699472295442794, 0.3885791265977958, 0.3661153844245815], [0.3885791265977958, 0.8785278216853144, 0.4059533554837233], [0.3661153844245815, 0.4059533554837233, 0.8673003155391137]]",0.005898158,p850083,221-312488,3,"{'b', 'c', 'a'}",False,False,12.47
ln8979257-2,line,3,"[[0.6608697905171502, 0.13749931929573364, 0.1420664552636316], [0.13749931929573364, 0.6539991534688784, 0.13851834374542207], [0.1420664552636316, 0.13851834374542207, 0.6630065270695664]]","[[0.8699472295442793, 0.3885791265977958, 0.3661153844245816], [0.3885791265977958, 0.8785278216853143, 0.4059533554837233], [0.3661153844245816, 0.4059533554837233, 0.8673003155391138]]",0.013516796,221-312488,m1089183,3,"{'b', 'c', 'a'}",False,False,12.47
ln8979256-1,line,3,"[[0.6608697905171503, 0.13749931929573367, 0.1420664552636316], [0.13749931929573367, 0.6539991534688784, 0.13851834374542207], [0.1420664552636316, 0.13851834374542207, 0.6630065270695665]]","[[0.8699472295442794, 0.3885791265977958, 0.3661153844245816], [0.3885791265977958, 0.8785278216853143, 0.4059533554837233], [0.3661153844245816, 0.4059533554837233, 0.8673003155391138]]",0.052078294,m1089183,l2990826,3,"{'b', 'c', 'a'}",False,False,12.47
ln8979258-1,line,3,"[[0.6608697905171502, 0.13749931929573367, 0.14206645526363162], [0.13749931929573367, 0.6539991534688784, 0.13851834374542207], [0.14206645526363162, 0.13851834374542207, 0.6630065270695665]]","[[0.8699472295442794, 0.38857912659779587, 0.3661153844245816], [0.38857912659779587, 0.8785278216853144, 0.4059533554837233], [0.3661153844245816, 0.4059533554837233, 0.8673003155391138]]",0.158943629,l2990826,l2990827,3,"{'b', 'c', 'a'}",False,False,12.47
tsw10891089_sw,line,0,"[[0.001, 0.0, 0.0], [0.0, 0.001, 0.0], [0.0, 0.0, 0.001]]","[[0.001, 0.0, 0.0], [0.0, 0.001, 0.0], [0.0, 0.0, 0.001]]",0.001,l2990827,l2990828,3,"{'b', 'c', 'a'}",True,False,12.47
