name,basekV,latitude,longitude
l3083019,7.2,46.76162578,-119.2281071
l3066826,7.2,46.73238132,-119.1820816
l3214549,7.2,46.6999685,-119.1481807
l2802481,7.2,46.70084562,-119.1484247
l2933165,7.2,46.73325542,-119.1738614
n1136997,7.2,46.72056216,-119.1998732
l3104123,7.2,46.72059086,-119.2003051
l2804250,7.2,46.67349664,-119.1513134
l2820583,7.2,46.67440946,-119.150861
l2785515,7.2,46.70342678,-119.1623277
l2861197,7.2,46.69139574,-119.1331109
l3160896,7.2,46.69043076,-119.1336127
l2936211,7.2,46.69226602,-119.1312572
l2842329,7.2,46.69317894,-119.1304088
l3066809,7.2,46.70451188,-119.1826679
m1069487,7.2,46.70526934,-119.1820648
n1140831,7.2,46.68925692,-119.2343063
n1144664,7.2,46.72312828,-119.1999615
l3197637,7.2,46.65085278,-119.1747859
l2860487,7.2,46.65165688,-119.17363
m1069488,7.2,46.7072155,-119.1821032
l2673307,7.2,46.68999242,-119.1645587
p901936,7.2,46.69152772,-119.1323113
m1125955,7.2,46.6918597,-119.1318478
m1125957,7.2,46.69192176,-119.1317576
l3236004,7.2,46.69088822,-119.1303044
m1125959,7.2,46.69233244,-119.1327465
m1125961,7.2,46.69242288,-119.1327113
p903490,7.2,46.69245694,-119.1326981
p829956,7.2,46.68657768,-119.1233733
p830058,7.2,46.6816545,-119.1013184
m1166370,7.2,46.68178112,-119.1013127
l3067506,7.2,46.68529536,-119.1012812
l3141402,7.2,46.69100284,-119.2343125
l3178972,7.2,46.72339412,-119.2010461
l3160861,7.2,46.68734902,-119.12287069999999
l2673323,7.2,46.71321898,-119.239353
m1069227,7.2,46.66496918,-119.1786208
l2748133,7.2,46.6662115,-119.1777778
l3085399,7.2,46.66726738,-119.1770471
p827503,7.2,46.70133644,-119.1864106
m1069484,7.2,46.70219352,-119.1853251
l2785517,7.2,46.70344164,-119.1838041
n1137994,7.2,46.7016397,-119.1860265
m1009809,7.2,46.71341182,-119.2405566
l3141399,7.2,46.66087162,-119.1822106
m1069210,7.2,46.660073,-119.183115
l2710525,7.2,46.71381226,-119.2420276
l3010567,7.2,46.66022756,-119.172167
l2991911,7.2,46.65315586,-119.1700845
l2973158,7.2,46.65421884,-119.1679067
l2710510,7.2,46.64577436,-119.1806495
l3197628,7.2,46.64654204,-119.1811305
l2711225,7.2,46.68343316,-119.1203458
l3030200,7.2,46.68402426,-119.1218849
l2729406,7.2,46.69321048,-119.1622276
l2897768,7.2,46.6932728,-119.1588923
l2746587,7.2,46.71569208,-119.2376538
n1147858,7.2,46.71577536,-119.2380318
l2748125,7.2,46.70724912,-119.181128
l2673303,7.2,46.70724808,-119.1802038
l2767408,7.2,46.68098486,-119.1221089
l3217053,7.2,46.6812067,-119.1228389
l2785524,7.2,46.65639994,-119.1717689
m1069201,7.2,46.65638126,-119.1714116
l2804261,7.2,46.6241717,-119.2126832
l3178980,7.2,46.6255612,-119.2126429
m1108354,7.2,46.67454264,-119.1483119
l2822865,7.2,46.67119534,-119.1516388
l2916606,7.2,46.67119952,-119.152964
l2841625,7.2,46.65781684,-119.1795701
l3010566,7.2,46.65659522,-119.1792838
l2842330,7.2,46.7190039,-119.1416373
l3086002,7.2,46.71917548,-119.1406802
l2860486,7.2,46.66193226,-119.1810382
l2897767,7.2,46.70506308,-119.1800331
l3254208,7.2,46.70519882,-119.1778102
l2897779,7.2,46.62281774,-119.2123639
l2898515,7.2,46.6875866,-119.1024577
m1166387,7.2,46.68843754,-119.1025047
l2822864,7.2,46.67067124,-119.1538103
l2861158,7.2,46.72103634,-119.1135474
l2954344,7.2,46.70514224,-119.1809003
l2954350,7.2,46.6604958,-119.1779394
m1069206,7.2,46.65886388,-119.1781312
l2991640,7.2,46.683231,-119.1592611
m1089160,7.2,46.68300832,-119.160999
l2991933,7.2,46.71596842,-119.2389078
l3122837,7.2,46.71625246,-119.2402932
l2991943,7.2,46.63051682,-119.2059196
m1047319,7.2,46.63102412,-119.2070996
l3027156,7.2,46.73106224,-119.202018
l2860481,7.2,46.73107876,-119.2039677
l3030126,7.2,46.69173756,-119.1377169
l3254870,7.2,46.69140802,-119.1384378
l3030203,7.2,46.68370602,-119.1118364
l3179673,7.2,46.68445132,-119.1120871
l3045895,7.2,46.66875336,-119.1460991
m1108329,7.2,46.66866092,-119.1476299
l3048230,7.2,46.62963488,-119.2053859
l3066810,7.2,46.69223222,-119.1807949
l2897769,7.2,46.69213142,-119.1830124
m1166386,7.2,46.68486282,-119.102033
l3082981,7.2,46.68806946,-119.1557584
m1108368,7.2,46.68771244,-119.1533421
m1126031,7.2,46.71895742,-119.1392299
l3101827,7.2,46.71604896,-119.1440103
m1108540,7.2,46.71807326,-119.1431936
l3122817,7.2,46.725104,-119.2366234
l2673314,7.2,46.72562136,-119.2373503
l3048222,7.2,46.71678368,-119.2427967
l3157708,7.2,46.71093752,-119.2030118
n1137991,7.2,46.71088582,-119.2027778
l3160871,7.2,46.68246466,-119.1114689
l3160878,7.2,46.67099946,-119.1436646
l2917336,7.2,46.67377904,-119.1436757
l3178977,7.2,46.65998166,-119.1757324
l3160105,7.2,46.65915286,-119.1759707
l3178997,7.2,46.62124214,-119.2114542
m1026363,7.2,46.62166624,-119.2116994
l3179682,7.2,46.66677246,-119.1403016
l2786274,7.2,46.6670352,-119.139946
l3216343,7.2,46.68851798,-119.1569152
m3037455,7.2,46.68121968,-119.1228817
l3235945,7.2,46.71895782,-119.1421825
l3342743,7.2,46.72020736,-119.2087106
m1026883,7.2,46.72424302,-119.2087781
l3214055,7.2,46.61702838,-119.2176003
m1026703,7.2,46.69426806,-119.2263628
l2973166,7.2,46.69322472,-119.2263948
m1026784,7.2,46.70406514,-119.2117051
n1140523,7.2,46.70411114,-119.2119685
p827511,7.2,46.71802264,-119.2087628
m1026898,7.2,46.72512374,-119.2087814
n1147863,7.2,46.7250594,-119.2365704
m1027014,7.2,46.75616522,-119.2193974
l2766750,7.2,46.62295142,-119.2088625
l2766728,7.2,46.63110702,-119.1973997
m1047318,7.2,46.6309951,-119.2083681
l2841637,7.2,46.63097556,-119.2096227
m1047478,7.2,46.70144904,-119.1894974
l2766716,7.2,46.70084436,-119.1895682
p827505,7.2,46.70276294,-119.1892253
p901913,7.2,46.71102202,-119.2033945
p827512,7.2,46.71759148,-119.2074268
l2954345,7.2,46.72630956,-119.201468
n1137987,7.2,46.73106128,-119.2013482
n1137989,7.2,46.73199428,-119.2000379
l2841638,7.2,46.64010086,-119.187247
l3254210,7.2,46.645491,-119.1829292
l3010565,7.2,46.65663112,-119.1689727
l3104126,7.2,46.65653372,-119.1736768
l2691945,7.2,46.65905728,-119.1739865
m1069218,7.2,46.6619691,-119.1809975
l2954351,7.2,46.66087394,-119.1801806
l2897806,7.2,46.69499358,-119.1785217
p901932,7.2,46.72882106,-119.1720608
m3037540,7.2,46.67979154,-119.1547116
l2935550,7.2,46.68014298,-119.157091
m1089163,7.2,46.68414174,-119.1614637
l3197626,7.2,46.68331102,-119.1554728
l3066807,7.2,46.68529014,-119.1621857
l3197627,7.2,46.68654392,-119.1608133
l3085392,7.2,46.68874864,-119.1615135
p860843,7.2,46.66650352,-119.1409022
l2935552,7.2,46.66855586,-119.1502413
m1108334,7.2,46.67006432,-119.1454317
l2692664,7.2,46.66984944,-119.1448118
l2916605,7.2,46.67201574,-119.1506986
l3085394,7.2,46.67242054,-119.1525115
m1108350,7.2,46.6741904,-119.1470415
m1108360,7.2,46.67723936,-119.1481591
l3048968,7.2,46.67798744,-119.1484469
l3085393,7.2,46.68871784,-119.1533486
m1108524,7.2,46.71572356,-119.1549508
n1136031,7.2,46.7161866,-119.1549468
p829796,7.2,46.71618604,-119.1462902
p895107,7.2,46.69298222,-119.1377453
l3179608,7.2,46.71896356,-119.1386593
l2730107,7.2,46.7201959,-119.137504
p829962,7.2,46.68076592,-119.1210984
m1142833,7.2,46.68075822,-119.121257
m1142835,7.2,46.68084476,-119.1211441
l3104853,7.2,46.68132554,-119.1214225
n1141480,7.2,46.6842032,-119.1194496
p829975,7.2,46.6823162,-119.1115866
l3048966,7.2,46.6842702,-119.1028479
l3198347,7.2,46.68887796,-119.1044357
l3048946,7.2,46.68965676,-119.1025821
m1166398,7.2,46.71834258,-119.1018492
l3142050,7.2,46.7190103,-119.1009512
m1209795,7.2,46.68456954,-119.0852669
l2936268,7.2,46.68537016,-119.0857426
l2839332,7.2,46.6861094,-119.0807156
l3197642,7.2,46.68887518,-119.2332475
l3217052,7.2,46.6812625,-119.1241023
l3086074,7.2,46.6822612,-119.1237196
l2822862,7.2,46.68060298,-119.154943
m4113345,7.2,46.71072704,-119.2020591
l3197640,7.2,46.71043206,-119.2007236
l3197625,7.2,46.71694306,-119.1545054
n1136359,7.2,46.7288212,-119.1721461
l3008237,7.2,46.72882186,-119.1726395
n1136994,7.2,46.71779586,-119.207301
l2785521,7.2,46.71829196,-119.2069955
n1137958,7.2,46.70269846,-119.1892386
l3122814,7.2,46.73248794,-119.2002104
l2766724,7.2,46.70417508,-119.2123351
n1140527,7.2,46.71819248,-119.2087588
p895113,7.2,46.6841393,-119.119524
n1142107,7.2,46.71626388,-119.1458385
p859694,7.2,46.71563332,-119.2373872
n1140821,7.2,46.69405536,-119.2230691
l3189188,7.2,46.69406458,-119.2233405
l3254209,7.2,46.70166366,-119.1899463
l2691950,7.2,46.65553432,-119.1712321
l2916609,7.2,46.6553634,-119.1700336
l2710509,7.2,46.67980366,-119.1546562
m1108364,7.2,46.68017766,-119.1529468
l2727795,7.2,46.65390948,-119.1728939
l2972704,7.2,46.6539045,-119.1734431
m4122657,7.2,46.71553226,-119.1062174
l3235245,7.2,46.70083504,-119.1907447
l2766746,7.2,46.75965372,-119.2211176
m1027073,7.2,46.76123126,-119.2211954
l2820528,7.2,46.7251545,-119.2271757
l2745799,7.2,46.72559004,-119.2271728
l3066806,7.2,46.68079882,-119.1538609
l2822870,7.2,46.70548334,-119.2112093
l2766725,7.2,46.70504606,-119.212167
l2954352,7.2,46.65066478,-119.1695774
l2860492,7.2,46.6412677,-119.1879439
l2841645,7.2,46.76063024,-119.215126
l3066829,7.2,46.76022108,-119.2149715
l2895496,7.2,46.68670852,-119.1253629
m1142873,7.2,46.68670378,-119.1262291
l3778577,7.2,46.69232504,-119.1839278
l2897790,7.2,46.7271781,-119.171265
l2935566,7.2,46.72641968,-119.1704716
l2933120,7.2,46.70931872,-119.1821333
l3104117,7.2,46.71034118,-119.1790083
l2937757,7.2,46.70993024,-119.085172
l3067448,7.2,46.71080208,-119.084263
l2955006,7.2,46.71772282,-119.1431676
l2692600,7.2,46.71715598,-119.1426144
l3263051,7.2,46.65447466,-119.174046
l2897775,7.2,46.6563018,-119.1669037
l3029505,7.2,46.7135814,-119.1940144
l2673318,7.2,46.71322434,-119.192564
l3048228,7.2,46.67795146,-119.1548812
l2991940,7.2,46.67843642,-119.1534392
l2763407,7.2,46.7116136,-119.0805461
m1069494,7.2,46.7121306,-119.1788058
l3104118,7.2,46.76239836,-119.2211615
l2748126,7.2,46.76353834,-119.2211793
l3141396,7.2,46.69988962,-119.1865534
l3066808,7.2,46.69811478,-119.188292
l3235251,7.2,46.6595147,-119.1773162
l3160862,7.2,46.68667808,-119.1305877
l3104850,7.2,46.68670004,-119.1328517
l3197661,7.2,46.72516516,-119.2087767
l3122848,7.2,46.72613624,-119.2087801
l3198356,7.2,46.67363398,-119.1460586
m1108345,7.2,46.67305634,-119.145279
l3235241,7.2,46.7609476,-119.2197672
l2691941,7.2,46.75945212,-119.218892
l3235242,7.2,46.71609992,-119.1681465
m1089195,7.2,46.71414214,-119.1683668
l3235267,7.2,46.7610014,-119.2184287
m1027068,7.2,46.76093236,-119.2173369
l3254219,7.2,46.6361518,-119.1914379
l3254220,7.2,46.63706328,-119.191559
m1125943,7.2,46.685023,-119.1390725
m1069199,7.2,46.65447218,-119.1752698
l3552667,7.2,46.68669464,-119.1271767
l3141395,7.2,46.6922272,-119.1850168
l2879092,7.2,46.68654592,-119.2386275
n1141475,7.2,46.68657428,-119.2376198
n1140832,7.2,46.6888754,-119.2344138
m1026705,7.2,46.69444234,-119.2264173
l2710532,7.2,46.69484464,-119.2262392
n1140829,7.2,46.69434536,-119.226387
n1140822,7.2,46.69441724,-119.2241293
p827561,7.2,46.69453576,-119.2264465
n1140522,7.2,46.7054107,-119.2109538
n1140520,7.2,46.70790974,-119.20909
n1147860,7.2,46.71832454,-119.2372018
n1147861,7.2,46.71953058,-119.2371963
l2785529,7.2,46.72064806,-119.2205172
p895409,7.2,46.7246712,-119.2284149
m1026895,7.2,46.72515794,-119.2282201
l3270853,7.2,46.75834476,-119.2206194
l3235268,7.2,46.76222316,-119.2172282
m1027066,7.2,46.76080312,-119.2150927
m1027071,7.2,46.76107328,-119.2195646
l2879089,7.2,46.76122386,-119.2219882
l3104157,7.2,46.62487314,-119.2055138
l3254205,7.2,46.63623214,-119.2093417
l2991921,7.2,46.63145108,-119.2067473
n1136661,7.2,46.7138719,-119.1943239
n1137996,7.2,46.71501232,-119.192032
l2785525,7.2,46.65447218,-119.1764995
l3085400,7.2,46.65912336,-119.183913
m1069312,7.2,46.67135068,-119.1786725
m1069335,7.2,46.67299034,-119.1776901
p827564,7.2,46.67307886,-119.1775178
m1069348,7.2,46.67331888,-119.1765046
m1069356,7.2,46.67364758,-119.174892
m1069363,7.2,46.67384132,-119.1737707
m1069364,7.2,46.67393236,-119.1721876
m1069365,7.2,46.67403438,-119.1714056
l3235243,7.2,46.67408752,-119.1700049
m1069437,7.2,46.69226836,-119.1799065
n1139259,7.2,46.69226998,-119.179306
n1139258,7.2,46.69226052,-119.1800991
p827575,7.2,46.6922719,-119.1798195
p827507,7.2,46.70063336,-119.1859752
m1069489,7.2,46.70826354,-119.1821168
l2745806,7.2,46.7121323,-119.1777615
m1069548,7.2,46.72785484,-119.1718577
n1136358,7.2,46.7279568,-119.17212
n1136357,7.2,46.72763948,-119.1716691
p901931,7.2,46.72791086,-119.1719068
p860892,7.2,46.653907,-119.1718597
l3029497,7.2,46.68997862,-119.1599537
l2673306,7.2,46.70254348,-119.1641079
l3141393,7.2,46.71410878,-119.1702978
p895089,7.2,46.7169594,-119.1680325
l2898526,7.2,46.66530598,-119.1417184
l2875754,7.2,46.66802466,-119.1435132
m1108347,7.2,46.67354042,-119.1449577
m1108355,7.2,46.67475438,-119.1443719
m1108352,7.2,46.67439162,-119.1429404
m1108356,7.2,46.67483822,-119.1414539
l2842390,7.2,46.67582842,-119.1415314
l2674052,7.2,46.6745973,-119.1404254
l2897766,7.2,46.6805334,-119.1513559
l2897770,7.2,46.6875893,-119.1521454
m1108375,7.2,46.6960607,-119.1410006
l3160793,7.2,46.69562358,-119.1417597
m1108508,7.2,46.71253932,-119.1545115
l3097861,7.2,46.71123254,-119.1545121
m1108514,7.2,46.71393324,-119.1545149
m1108520,7.2,46.71532714,-119.1545174
l2804277,7.2,46.7153246,-119.1535941
p895075,7.2,46.71578076,-119.1550133
m1125974,7.2,46.6931799,-119.1325774
m1125979,7.2,46.69335914,-119.1332293
l2917255,7.2,46.69459156,-119.1327381
p895111,7.2,46.68670604,-119.1241661
m1166358,7.2,46.68022404,-119.1014661
l3030205,7.2,46.6797476,-119.1023517
m1166364,7.2,46.68128628,-119.1013504
l3179637,7.2,46.71964526,-119.1016563
n1138606,7.2,46.67273792,-119.1781525
l3027124,7.2,46.71412868,-119.1085821
l2729423,7.2,46.72791918,-119.1724425
n1137956,7.2,46.70049866,-119.1860799
l3178979,7.2,46.71495626,-119.1919268
n1137998,7.2,46.7248349,-119.2283494
l2710543,7.2,46.69225674,-119.1786958
n1139543,7.2,46.65390742,-119.1720436
l2729410,7.2,46.70791004,-119.2087007
l2935560,7.2,46.6938322,-119.2238138
l2841631,7.2,46.68913544,-119.2347349
m1009655,7.2,46.68665874,-119.2377114
l3177881,7.2,46.71832458,-119.237519
l3122818,7.2,46.71971162,-119.2382222
p1197121,7.2,46.67189274,-119.1323307
l3104796,7.2,46.69318926,-119.1325761
l2805031,7.2,46.67235206,-119.1329453
l3067507,7.2,46.68155562,-119.119966
l2673300,7.2,46.60285322,-119.2397418
m1008753,7.2,46.60215496,-119.239724
l2691939,7.2,46.71932402,-119.2453321
l2860478,7.2,46.72021176,-119.2454047
l2711234,7.2,46.6630469,-119.1407456
l3198355,7.2,46.66317248,-119.1387152
l2822858,7.2,46.72112028,-119.2453549
l2876846,7.2,46.74573608,-119.1901908
l3048203,7.2,46.74557656,-119.1852094
l3048200,7.2,46.6009031,-119.2421348
m1008733,7.2,46.600012,-119.2418187
l3104114,7.2,46.7183495,-119.2444106
m1009824,7.2,46.71837808,-119.2453616
l2805037,7.2,46.66328612,-119.1368216
l3225319,7.2,46.59981604,-119.2418256
l3048201,7.2,46.59908694,-119.2418513
l3254234,7.2,46.71826556,-119.2429947
m1008743,7.2,46.60114094,-119.2449533
l3104115,7.2,46.60020206,-119.2448511
m1008746,7.2,46.60136702,-119.2436534
l3141390,7.2,46.60097066,-119.2393125
m1009843,7.2,46.72068934,-119.2524845
l3251806,7.2,46.72034448,-119.252932
l2879079,7.2,46.61220752,-119.2235631
l2991917,7.2,46.61189582,-119.2215009
l2766726,7.2,46.61578524,-119.2172608
m1047442,7.2,46.6824748,-119.1943722
l3235250,7.2,46.68305676,-119.1952292
m1047447,7.2,46.6841149,-119.1973043
l2954349,7.2,46.68470844,-119.1978808
m1047792,7.2,46.74572292,-119.1965156
m1047794,7.2,46.7459426,-119.1978377
m1069543,7.2,46.7269413,-119.178347
m1069557,7.2,46.72895396,-119.1789358
m1108302,7.2,46.66337456,-119.1438648
l3236011,7.2,46.66313842,-119.1443973
m1125978,7.2,46.69329484,-119.1366523
l3254869,7.2,46.69194154,-119.1369871
l2710537,7.2,46.60237934,-119.2411727
m1008752,7.2,46.60180844,-119.2424017
l2879072,7.2,46.68221122,-119.1897367
m1047441,7.2,46.6823917,-119.193657
l2989596,7.2,46.7288323,-119.1816039
l2822873,7.2,46.72903886,-119.1831017
m1008758,7.2,46.60329396,-119.2394407
m1047444,7.2,46.68337004,-119.1948608
m1069535,7.2,46.726153,-119.1790155
l3104120,7.2,46.64342898,-119.1840832
l2954338,7.2,46.71838632,-119.2458877
l2710514,7.2,46.74206266,-119.198754
m1047787,7.2,46.74419338,-119.1981099
l2711224,7.2,46.66904064,-119.1327737
m1125905,7.2,46.66927986,-119.1316417
m1026308,7.2,46.60388892,-119.2363603
l2897800,7.2,46.75024278,-119.1972297
m1047809,7.2,46.75061874,-119.1972831
l2935553,7.2,46.74525632,-119.2099288
m1026987,7.2,46.74691802,-119.2109635
l3157710,7.2,46.74522046,-119.1978069
m1047793,7.2,46.7459301,-119.1975975
l2804247,7.2,46.60246788,-119.246578
m1047777,7.2,46.74217954,-119.2057075
l2748131,7.2,46.74301288,-119.2072866
m1047812,7.2,46.75175596,-119.1975817
m4350438,7.2,46.7520677,-119.1975706
m1047819,7.2,46.75560352,-119.2079275
m1047821,7.2,46.75637604,-119.2072262
l2684420,7.2,46.75658456,-119.2069978
l2785516,7.2,46.64344196,-119.1524778
l2748839,7.2,46.66961902,-119.1302336
l3142098,7.2,46.66895378,-119.1314461
l2917310,7.2,46.66905388,-119.1294063
l2916610,7.2,46.69665194,-119.22414
l2673326,7.2,46.7206636,-119.254279
l2691938,7.2,46.72066382,-119.2550375
l2673343,7.2,46.74842126,-119.2146855
l2764436,7.2,46.74933736,-119.2161793
m1047824,7.2,46.75777564,-119.2070705
m1009840,7.2,46.72012002,-119.2554245
l2710512,7.2,46.756706,-119.1952492
m1047828,7.2,46.7585694,-119.1941982
l2710513,7.2,46.75797798,-119.1926824
p827553,7.2,46.75784164,-119.1894468
l2726974,7.2,46.7411027,-119.1823006
l2916618,7.2,46.7417862,-119.1835897
l2729409,7.2,46.72128882,-119.2489727
l2841624,7.2,46.72098154,-119.2475326
l2729427,7.2,46.7436025,-119.2079313
m1047786,7.2,46.74404148,-119.2085015
l3254212,7.2,46.64325474,-119.1903276
l2785512,7.2,46.75342942,-119.2071686
m1047813,7.2,46.7517948,-119.2069218
m1108274,7.2,46.64382028,-119.1499283
l2786273,7.2,46.64406046,-119.1483397
m1108278,7.2,46.64433728,-119.1465196
l2801896,7.2,46.7200316,-119.2522543
m1009839,7.2,46.71996382,-119.2535487
l2804269,7.2,46.74256596,-119.1799609
l2989564,7.2,46.74322522,-119.1806724
l3104145,7.2,46.73241338,-119.1766814
m1069412,7.2,46.6802872,-119.1873974
l2879767,7.2,46.6719025,-119.1346294
l2767407,7.2,46.67281484,-119.1351299
l2897765,7.2,46.75431538,-119.2091294
l2897791,7.2,46.7370816,-119.1820092
m1069613,7.2,46.73704108,-119.1820188
l3235273,7.2,46.73489988,-119.1735388
l2935568,7.2,46.75317106,-119.1966313
l3235246,7.2,46.75561824,-119.1954704
l2936275,7.2,46.67682492,-119.0847642
l3179674,7.2,46.67624654,-119.0833718
m1009828,7.2,46.71844086,-119.2474134
l2954339,7.2,46.60092036,-119.2432096
l2954346,7.2,46.75885022,-119.1942924
m1047831,7.2,46.76058254,-119.1932076
l2954361,7.2,46.73949226,-119.1829968
m1069627,7.2,46.73874152,-119.1832247
l2955005,7.2,46.69315998,-119.1406118
m1108372,7.2,46.6932894,-119.1411386
l2973152,7.2,46.7420644,-119.205445
l2989432,7.2,46.75020092,-119.1961301
l3066830,7.2,46.74973448,-119.1948427
l2991902,7.2,46.60354272,-119.237929
l2991910,7.2,46.6817018,-119.1892591
l3029506,7.2,46.71391664,-119.2035486
m1047518,7.2,46.71272542,-119.2040566
l3029510,7.2,46.72155678,-119.2507974
l3048199,7.2,46.7669105,-119.2053533
m1047837,7.2,46.76714682,-119.2039287
l3048207,7.2,46.74466844,-119.2094251
m3036164,7.2,46.74469478,-119.2094639
l3066813,7.2,46.6809619,-119.1880796
l3197660,7.2,46.74894136,-119.1927619
l3086079,7.2,46.67830164,-119.0882712
l2936276,7.2,46.67786608,-119.0894096
l3159037,7.2,46.75760624,-119.1833114
m1069738,7.2,46.75800738,-119.1826144
l3160108,7.2,46.72112826,-119.2516609
l3160117,7.2,46.74680612,-119.1975093
l3215549,7.2,46.74819474,-119.1973879
l3178969,7.2,46.71902642,-119.2511476
l2729401,7.2,46.71935128,-119.252401
l3178974,7.2,46.76173124,-119.1932169
m3327098,7.2,46.7627589,-119.1932532
l3197624,7.2,46.76499684,-119.2080745
m1027101,7.2,46.76643924,-119.2097049
m1026339,7.2,46.617385,-119.2229779
l3198358,7.2,46.66426242,-119.1458028
l3104859,7.2,46.66578042,-119.1458602
l3216361,7.2,46.74910026,-119.2282062
l2729434,7.2,46.7480205,-119.2291497
l3234185,7.2,46.75663958,-119.1825849
l3065750,7.2,46.75521884,-119.1825564
l3254229,7.2,46.72986458,-119.1804558
l3216339,7.2,46.60034154,-119.2404525
l3085389,7.2,46.6016998,-119.2419017
m1026307,7.2,46.59980004,-119.2365795
l2673322,7.2,46.70782934,-119.240596
l2766730,7.2,46.70703554,-119.2407773
m1009771,7.2,46.70765152,-119.2382636
l2914323,7.2,46.70766512,-119.2369847
m1009827,7.2,46.7184239,-119.248965
m1009832,7.2,46.71877134,-119.2503987
l2766715,7.2,46.71937742,-119.2477391
l2860479,7.2,46.71906972,-119.2498952
m1009838,7.2,46.71977398,-119.2515057
m1009834,7.2,46.71902634,-119.2511474
l2804245,7.2,46.71983402,-119.2508101
l2991901,7.2,46.72011078,-119.2563638
l3216338,7.2,46.71881572,-119.2551085
m1009855,7.2,46.721644,-119.2533211
l2991927,7.2,46.72330016,-119.2530337
l3085388,7.2,46.5991132,-119.2345991
l2897764,7.2,46.60241898,-119.235936
l2991918,7.2,46.60413822,-119.236479
l2785526,7.2,46.61705804,-119.2187176
l2766727,7.2,46.61837554,-119.2233362
n1140820,7.2,46.69374404,-119.2229788
l2876847,7.2,46.69582974,-119.2253938
m1026969,7.2,46.74318628,-119.2088467
l2879066,7.2,46.74194458,-119.2093094
m1026990,7.2,46.74770818,-119.2107224
m1026989,7.2,46.74720992,-119.2116994
m1027001,7.2,46.75134836,-119.2106136
m1027004,7.2,46.75266086,-119.2106506
l3122815,7.2,46.75703358,-119.2292881
l3197635,7.2,46.68200776,-119.1927229
l2804258,7.2,46.68157196,-119.193816
l2766722,7.2,46.6841647,-119.1989906
l3214064,7.2,46.7280373,-119.2017272
m1047725,7.2,46.7287221,-119.200974
m1047728,7.2,46.72921498,-119.1995929
l2804255,7.2,46.72918074,-119.1979674
m1047769,7.2,46.74060112,-119.1991775
l3197632,7.2,46.74030098,-119.1967141
m1047795,7.2,46.74602218,-119.1975779
l2973149,7.2,46.7508954,-119.2065213
l2916603,7.2,46.75634158,-119.2087712
m1047834,7.2,46.7636641,-119.207852
m1047825,7.2,46.75778946,-119.1883437
m1069731,7.2,46.75772478,-119.1868713
l2726975,7.2,46.7567876,-119.1883436
m1047826,7.2,46.75783728,-119.1893552
l2710505,7.2,46.76017712,-119.191512
m1047835,7.2,46.76402626,-119.2070099
m1047836,7.2,46.7667246,-119.20775
l2879061,7.2,46.6811161,-119.1863969
m1069532,7.2,46.72592824,-119.1727477
l2691965,7.2,46.7267432,-119.1723851
l2804271,7.2,46.72573554,-119.1773518
m1069558,7.2,46.7295239,-119.1799345
m1069619,7.2,46.73722826,-119.1762699
m1069597,7.2,46.73565694,-119.1823586
m1069620,7.2,46.73725918,-119.1762428
l3254228,7.2,46.73815526,-119.1837046
m1069640,7.2,46.7414389,-119.1803257
m1069632,7.2,46.74058004,-119.1824011
m1069730,7.2,46.75759628,-119.1839252
l2710504,7.2,46.75841236,-119.1863918
l2690941,7.2,46.7594174,-119.1826044
m1108276,7.2,46.64395496,-119.1490374
l2805036,7.2,46.64452624,-119.1454061
p893610,7.2,46.66299376,-119.1424259
m1108299,7.2,46.66296092,-119.1420763
m1108300,7.2,46.6629684,-119.1419602
l3179607,7.2,46.69419648,-119.1407535
l3216988,7.2,46.69358456,-119.1424561
m1125911,7.2,46.67047748,-119.1333179
p829963,7.2,46.67120372,-119.1336319
m1125916,7.2,46.67126508,-119.1337195
m1125913,7.2,46.6710472,-119.1335393
m1125940,7.2,46.67904166,-119.1319858
l3048963,7.2,46.6786682,-119.1323463
l3254915,7.2,46.68111136,-119.1337445
m1125966,7.2,46.6929438,-119.1394784
p895102,7.2,46.69318094,-119.1367536
p895106,7.2,46.6932251,-119.1385678
m1125982,7.2,46.69418608,-119.1358603
l3029055,7.2,46.69463722,-119.1349668
p829960,7.2,46.6768164,-119.1256068
m1142826,7.2,46.67839922,-119.1271365
l2861223,7.2,46.6772668,-119.0917642
m1209763,7.2,46.67749588,-119.0863755
l3085397,7.2,46.74608168,-119.2070972
m3036172,7.2,46.67831776,-119.0882291
l2691943,7.2,46.76420298,-119.1952694
l3189189,7.2,46.69317414,-119.2231667
n1141478,7.2,46.6770131,-119.1257969
l3048887,7.2,46.6933297,-119.1392443
l3068944,7.2,46.67050858,-119.1333253
l2748124,7.2,46.75693622,-119.1839526
l2785535,7.2,46.73517148,-119.1823378
n1136668,7.2,46.71453,-119.2034513
p827529,7.2,46.71459386,-119.2034373
l2673320,7.2,46.69597066,-119.2121855
l3048209,7.2,46.69690454,-119.2120744
l2859391,7.2,46.70822786,-119.2412941
l2710508,7.2,46.76640356,-119.2097498
l2822860,7.2,46.76504724,-119.2114888
l2710546,7.2,46.68640814,-119.2050741
m4362181,7.2,46.68662638,-119.2054324
l2879071,7.2,46.6842255,-119.1998896
l2766732,7.2,46.64919712,-119.2110555
m1026485,7.2,46.6493467,-119.2112078
l2767409,7.2,46.66932416,-119.114391
m1142800,7.2,46.66846304,-119.1156105
l2785547,7.2,46.68562014,-119.2041137
m1047457,7.2,46.6859516,-119.2046583
