name,bus,P1,Q1,P2,Q2,P3,Q3
,m1125976,0.0,0.0,0.0,0.0,0.0,0.0
,m1125968,0.0,0.0,0.0,0.0,0.0,0.0
260577c0b,l2767341,0.0,0.0,0.0,0.0,15.26,3.8200000000000003
,m1125969,0.0,0.0,0.0,0.0,0.0,0.0
,e206217,0.0,0.0,0.0,0.0,0.0,0.0
,d6198039-1_int,0.0,0.0,0.0,0.0,0.0,0.0
260574c0b,l3123452,0.0,0.0,0.0,0.0,10.17,2.55
,m1125962,0.0,0.0,0.0,0.0,0.0,0.0
,m1125960,0.0,0.0,0.0,0.0,0.0,0.0
,l3214069,0.0,0.0,0.0,0.0,10.17,2.55
,m1125952,0.0,0.0,0.0,0.0,0.0,0.0
226194419c0b,l3214071,0.0,0.0,0.0,0.0,10.17,2.55
,m1125947,0.0,0.0,0.0,0.0,0.0,0.0
,m1125944,0.0,0.0,0.0,0.0,0.0,0.0
,m1142875,0.0,0.0,0.0,0.0,0.0,0.0
,m1142874,0.0,0.0,0.0,0.0,0.0,0.0
,m1142871,0.0,0.0,0.0,0.0,0.0,0.0
,m1142869,0.0,0.0,0.0,0.0,0.0,0.0
,m1142868,0.0,0.0,0.0,0.0,0.0,0.0
,l3030197,0.0,0.0,0.0,0.0,0.0,0.0
,m1142865,0.0,0.0,0.0,0.0,0.0,0.0
,m1142863,0.0,0.0,0.0,0.0,0.0,0.0
,m1142860,0.0,0.0,0.0,0.0,0.0,0.0
,l3160872,0.0,0.0,0.0,0.0,15.260000000000002,3.8200000000000003
,q1301,0.0,0.0,0.0,0.0,0.0,0.0
,d5861005-2_int,0.0,0.0,0.0,0.0,0.0,0.0
,196-31070,0.0,0.0,0.0,0.0,0.0,0.0
,m1142851,0.0,0.0,0.0,0.0,0.0,0.0
260543c0b,l2955077,0.0,0.0,0.0,0.0,10.170000000000002,2.5500000000000003
,d6108141-1_int,0.0,0.0,0.0,0.0,0.0,0.0
,e206209,0.0,0.0,0.0,0.0,0.0,0.0
,l2897777,0.0,0.0,0.0,0.0,10.17,2.55
,n1144665,0.0,0.0,0.0,0.0,0.0,0.0
,m1047515,0.0,0.0,0.0,0.0,0.0,0.0
,m1047513,0.0,0.0,0.0,0.0,0.0,0.0
,196-35813,0.0,0.0,0.0,0.0,0.0,0.0
,n1140519,0.0,0.0,0.0,0.0,0.0,0.0
,d5895780-3_int,0.0,0.0,0.0,0.0,0.0,0.0
,l2991914,0.0,0.0,0.0,0.0,6.1,1.52
,m1047503,0.0,0.0,0.0,0.0,0.0,0.0
21399099a0b,l2841635,5.32,1.33,0.0,0.0,0.0,0.0
338942a0b,l2822869,8.870000000000001,2.22,0.0,0.0,0.0,0.0
,m1026808,0.0,0.0,0.0,0.0,0.0,0.0
,m1026807,0.0,0.0,0.0,0.0,0.0,0.0
,n1140521,0.0,0.0,0.0,0.0,0.0,0.0
21399112c0b,l3254217,0.0,0.0,0.0,0.0,10.17,2.55
,m1026800,0.0,0.0,0.0,0.0,0.0,0.0
,m1026797,0.0,0.0,0.0,0.0,0.0,0.0
,m1026796,0.0,0.0,0.0,0.0,0.0,0.0
,m1026795,0.0,0.0,0.0,0.0,0.0,0.0
,m1026786,0.0,0.0,0.0,0.0,0.0,0.0
,m1026785,0.0,0.0,0.0,0.0,0.0,0.0
,m1026783,0.0,0.0,0.0,0.0,0.0,0.0
,m1026780,0.0,0.0,0.0,0.0,0.0,0.0
,m1026774,0.0,0.0,0.0,0.0,0.0,0.0
,m1026769,0.0,0.0,0.0,0.0,0.0,0.0
293645a0b,l2841633,8.87,2.22,0.0,0.0,0.0,0.0
,d5534970-1_int,0.0,0.0,0.0,0.0,0.0,0.0
,e182732,0.0,0.0,0.0,0.0,0.0,0.0
,m1026760,0.0,0.0,0.0,0.0,0.0,0.0
,m1026744,0.0,0.0,0.0,0.0,0.0,0.0
,m1026724,0.0,0.0,0.0,0.0,0.0,0.0
,r18243,0.0,0.0,0.0,0.0,0.0,0.0
,n1139552,0.0,0.0,0.0,0.0,0.0,0.0
,m1026702,0.0,0.0,0.0,0.0,0.0,0.0
,n1139551,0.0,0.0,0.0,0.0,0.0,0.0
,m1026695,0.0,0.0,0.0,0.0,0.0,0.0
,n1140818,0.0,0.0,0.0,0.0,0.0,0.0
293656b0b,l2973167,0.0,0.0,5.84,1.46,0.0,0.0
,n1140819,0.0,0.0,0.0,0.0,0.0,0.0
,m1026700,0.0,0.0,0.0,0.0,0.0,0.0
,m1026706,0.0,0.0,0.0,0.0,0.0,0.0
,n1140828,0.0,0.0,0.0,0.0,0.0,0.0
,m1026708,0.0,0.0,0.0,0.0,0.0,0.0
,m1026709,0.0,0.0,0.0,0.0,0.0,0.0
,m1026701,0.0,0.0,0.0,0.0,0.0,0.0
,m1026697,0.0,0.0,0.0,0.0,0.0,0.0
,m1026690,0.0,0.0,0.0,0.0,0.0,0.0
,l2879078,5.32,1.33,0.0,0.0,0.0,0.0
,d6108145-1_int,0.0,0.0,0.0,0.0,0.0,0.0
,m1026681,0.0,0.0,0.0,0.0,0.0,0.0
21399305a0b,l3048221,8.870000000000001,2.22,0.0,0.0,0.0,0.0
,d5835167-6_int,0.0,0.0,0.0,0.0,0.0,0.0
,l3085398,0.0,0.0,9.73,2.44,0.0,0.0
,d5653457-1_int,0.0,0.0,0.0,0.0,0.0,0.0
,m1026891,0.0,0.0,0.0,0.0,0.0,0.0
355780b0b,l3160102,0.0,0.0,9.73,2.44,0.0,0.0
,p827514,0.0,0.0,0.0,0.0,0.0,0.0
,m1026876,0.0,0.0,0.0,0.0,0.0,0.0
,m1026866,0.0,0.0,0.0,0.0,0.0,0.0
,m1026844,0.0,0.0,0.0,0.0,0.0,0.0
,l2876814,3.55,0.89,0.0,0.0,0.0,0.0
,m1026834,0.0,0.0,0.0,0.0,0.0,0.0
,m1026829,0.0,0.0,0.0,0.0,0.0,0.0
,m1026824,0.0,0.0,0.0,0.0,0.0,0.0
,m1009807,0.0,0.0,0.0,0.0,0.0,0.0
,m1009805,0.0,0.0,0.0,0.0,0.0,0.0
,d5621886-1_int,0.0,0.0,0.0,0.0,0.0,0.0
,m1009784,0.0,0.0,0.0,0.0,0.0,0.0
,m1009770,0.0,0.0,0.0,0.0,0.0,0.0
,n1147857,0.0,0.0,0.0,0.0,0.0,0.0
,m1009742,0.0,0.0,0.0,0.0,0.0,0.0
,p901972,0.0,0.0,0.0,0.0,0.0,0.0
,m1009726,0.0,0.0,0.0,0.0,0.0,0.0
,m1009724,0.0,0.0,0.0,0.0,0.0,0.0
,m1009720,0.0,0.0,0.0,0.0,0.0,0.0
,m1009715,0.0,0.0,0.0,0.0,0.0,0.0
,m1009705,0.0,0.0,0.0,0.0,0.0,0.0
,m1009698,0.0,0.0,0.0,0.0,0.0,0.0
,m1026767,0.0,0.0,0.0,0.0,0.0,0.0
391991a0b,l3216346,5.32,1.34,0.0,0.0,0.0,0.0
391990a0b,l2858163,5.32,1.34,0.0,0.0,0.0,0.0
,l2766747,8.870000000000001,2.23,0.0,0.0,0.0,0.0
,m1026732,0.0,0.0,0.0,0.0,0.0,0.0
,l3047058,13.3,3.33,0.0,0.0,0.0,0.0
,l3047059,0.0,0.0,0.0,0.0,0.0,0.0
,l3047060,0.0,0.0,0.0,0.0,0.0,0.0
,m1009650,0.0,0.0,0.0,0.0,0.0,0.0
,m1009651,0.0,0.0,0.0,0.0,0.0,0.0
,m1026655,0.0,0.0,0.0,0.0,0.0,0.0
,m1026658,0.0,0.0,0.0,0.0,0.0,0.0
391973c0b,l2673319,0.0,0.0,0.0,0.0,6.1,1.53
,m1026662,0.0,0.0,0.0,0.0,0.0,0.0
,m1026670,0.0,0.0,0.0,0.0,0.0,0.0
,m3036170,0.0,0.0,0.0,0.0,0.0,0.0
,l2691952,5.32,1.33,0.0,0.0,0.0,0.0
,q14414,0.0,0.0,0.0,0.0,0.0,0.0
,d5867591-1_int,0.0,0.0,0.0,0.0,0.0,0.0
,e183472,0.0,0.0,0.0,0.0,0.0,0.0
260602b0b,l2989566,0.0,0.0,5.84,1.46,0.0,0.0
,m1108378,0.0,0.0,0.0,0.0,0.0,0.0
,m1108379,0.0,0.0,0.0,0.0,0.0,0.0
,m1108380,0.0,0.0,0.0,0.0,0.0,0.0
,l2898495,0.0,0.0,0.0,0.0,0.0,0.0
,m1108400,0.0,0.0,0.0,0.0,0.0,0.0
,m1108401,0.0,0.0,0.0,0.0,0.0,0.0
,m1108402,0.0,0.0,0.0,0.0,0.0,0.0
,m1108403,30.22,7.58,26.259999999999998,6.58,21.52,5.39
,m1108404,27.84,6.98,38.730000000000004,9.71,0.0,0.0
,m1108405,22.77,5.710000000000001,29.36,7.359999999999999,0.0,0.0
2221108406b0b,m1108406,23.53,5.890000000000001,26.28,6.59,0.0,0.0
,m1108407,0.0,0.0,39.09,9.79,0.0,0.0
337614b0b,l2952003,0.0,0.0,9.729999999999999,2.44,0.0,0.0
,m1108381,0.0,0.0,0.0,0.0,0.0,0.0
,l3254237,8.87,2.22,0.0,0.0,0.0,0.0
,m1108387,0.0,0.0,0.0,0.0,0.0,0.0
,m1108398,0.0,0.0,0.0,0.0,0.0,0.0
,m1108395,0.0,0.0,0.0,0.0,0.0,0.0
,m1108410,0.0,0.0,55.43,13.89,0.0,0.0
227187012c0b,l2896685,5.32,1.3399999999999999,5.84,1.47,6.1,1.53
,m1089185,0.0,0.0,0.0,0.0,0.0,0.0
,p850083,0.0,0.0,0.0,0.0,0.0,0.0
,221-312488,0.0,0.0,0.0,0.0,0.0,0.0
,m1089183,0.0,0.0,0.0,0.0,0.0,0.0
,l2990826,8.87,2.2199999999999998,9.73,2.44,10.17,2.54
,l2990827,0.0,0.0,0.0,0.0,0.0,0.0
,l2990828,0.0,0.0,0.0,0.0,0.0,0.0
337636c0b,l2841619,0.0,0.0,0.0,0.0,15.26,3.83
,m1089189,0.0,0.0,0.0,0.0,0.0,0.0
,m1089188,0.0,0.0,0.0,0.0,0.0,0.0
,m1089187,0.0,0.0,0.0,0.0,0.0,0.0
,m1089186,0.0,0.0,0.0,0.0,0.0,0.0
,m1089der480-1,0.0,0.0,0.0,0.0,0.0,0.0
,m1089-lng1,0.0,0.0,0.0,0.0,0.0,0.0
337635c0b,l2822863,0.0,0.0,0.0,0.0,4.07,1.02
,m1089177,0.0,0.0,0.0,0.0,0.0,0.0
,e182723,0.0,0.0,0.0,0.0,0.0,0.0
,d5746546-1_int,0.0,0.0,0.0,0.0,0.0,0.0
21387929c0b,l2935551,0.0,0.0,0.0,0.0,6.1000000000000005,1.53
,m1089173,0.0,0.0,0.0,0.0,0.0,0.0
,m1089174,0.0,0.0,0.0,0.0,0.0,0.0
,d5534967-1_int,0.0,0.0,0.0,0.0,0.0,0.0
,p827501,0.0,0.0,0.0,0.0,0.0,0.0
,n1140516,0.0,0.0,0.0,0.0,0.0,0.0
,m1089176,0.0,0.0,0.0,0.0,0.0,0.0
,m1089179,0.0,0.0,0.0,0.0,0.0,0.0
,m1069451,0.0,0.0,0.0,0.0,0.0,0.0
337641c0b,l2804282,0.0,0.0,0.0,0.0,6.1000000000000005,1.53
,l3104154,0.0,0.0,0.0,0.0,15.26,3.83
,l3104155,0.0,0.0,0.0,0.0,10.17,2.55
,m1069456,0.0,0.0,0.0,0.0,0.0,0.0
,n1147867,0.0,0.0,0.0,0.0,0.0,0.0
,d5837361-8_int,0.0,0.0,0.0,0.0,0.0,0.0
,e182745,0.0,0.0,0.0,0.0,0.0,0.0
,l2879062,0.0,0.0,0.0,0.0,6.1000000000000005,1.5299999999999998
,d6320328-1_int,0.0,0.0,0.0,0.0,0.0,0.0
,m1089170,0.0,0.0,0.0,0.0,0.0,0.0
,l2748128,0.0,0.0,0.0,0.0,10.17,2.55
,m1089165,0.0,0.0,0.0,0.0,0.0,0.0
,m1089162,0.0,0.0,0.0,0.0,0.0,0.0
,m1089158,0.0,0.0,0.0,0.0,0.0,0.0
,m1089155,0.0,0.0,0.0,0.0,0.0,0.0
,m1108361,0.0,0.0,0.0,0.0,0.0,0.0
,l3048205,0.0,0.0,0.0,0.0,10.17,2.54
,m1108353,0.0,0.0,0.0,0.0,0.0,0.0
,m1108344,0.0,0.0,0.0,0.0,0.0,0.0
,m1108340,0.0,0.0,0.0,0.0,0.0,0.0
,m1108335,0.0,0.0,0.0,0.0,0.0,0.0
,m1108331,0.0,0.0,0.0,0.0,0.0,0.0
351019c0b,l2767414,0.0,0.0,0.0,0.0,6.1,1.5299999999999998
,m1108328,0.0,0.0,0.0,0.0,0.0,0.0
,l2820590,0.0,0.0,0.0,0.0,0.0,0.0
,m1108317,0.0,0.0,0.0,0.0,0.0,0.0
,d6141147-1_int,0.0,0.0,0.0,0.0,0.0,0.0
,196-35541,0.0,0.0,0.0,0.0,0.0,0.0
,m1108316,0.0,0.0,0.0,0.0,0.0,0.0
,n1230121,0.0,0.0,0.0,0.0,0.0,0.0
,m3032981,0.0,0.0,0.0,0.0,0.0,0.0
,d6504019-6_int,0.0,0.0,0.0,0.0,0.0,0.0
,m1186065,0.0,0.0,0.0,0.0,0.0,0.0
,m1186064,0.0,0.0,0.0,0.0,0.0,0.0
,m1186063,0.0,0.0,0.0,0.0,0.0,0.0
,m1209776,0.0,0.0,0.0,0.0,0.0,0.0
,m1209775,0.0,0.0,0.0,0.0,0.0,0.0
,m1209774,0.0,0.0,0.0,0.0,0.0,0.0
2129923c0b,l3123509,0.0,0.0,0.0,0.0,6.1,1.53
,m1209772,0.0,0.0,0.0,0.0,0.0,0.0
,e192258,0.0,0.0,0.0,0.0,0.0,0.0
,m1209der480-1,0.0,0.0,0.0,0.0,0.0,0.0
,m1209-dies1,0.0,0.0,0.0,0.0,0.0,0.0
,n1136670,0.0,0.0,0.0,0.0,0.0,0.0
,d5956471-2_int,0.0,0.0,0.0,0.0,0.0,0.0
,m1047572,0.0,0.0,0.0,0.0,0.0,0.0
,m1047580,0.0,0.0,0.0,0.0,0.0,0.0
,p828362,0.0,0.0,0.0,0.0,0.0,0.0
,n1136671,0.0,0.0,0.0,0.0,0.0,0.0
,m1047593,0.0,0.0,0.0,0.0,0.0,0.0
,m1047615,0.0,0.0,0.0,0.0,0.0,0.0
338926a0b,l3216123,5.319999999999999,1.33,0.0,0.0,0.0,0.0
,n1136996,0.0,0.0,0.0,0.0,0.0,0.0
,m1047649,0.0,0.0,0.0,0.0,0.0,0.0
338925a0b,l2973153,5.32,1.3399999999999999,0.0,0.0,0.0,0.0
,n1136998,0.0,0.0,0.0,0.0,0.0,0.0
,m1047669,0.0,0.0,0.0,0.0,0.0,0.0
,m1047672,0.0,0.0,0.0,0.0,0.0,0.0
338922b0b,l2822866,0.0,0.0,9.73,2.44,0.0,0.0
,m1047688,0.0,0.0,0.0,0.0,0.0,0.0
,m1047699,0.0,0.0,0.0,0.0,0.0,0.0
338921a0b,l2935554,3.55,0.8899999999999999,0.0,0.0,0.0,0.0
,m1047713,0.0,0.0,0.0,0.0,0.0,0.0
,m1047720,0.0,0.0,0.0,0.0,0.0,0.0
226193134c0b,l2895449,0.0,0.0,0.0,0.0,10.17,2.5500000000000003
,n1137005,0.0,0.0,0.0,0.0,0.0,0.0
,m1047724,0.0,0.0,0.0,0.0,0.0,0.0
,m1047722,0.0,0.0,0.0,0.0,0.0,0.0
338910c0b,l2841621,0.0,0.0,0.0,0.0,10.17,2.54
,n1137986,0.0,0.0,0.0,0.0,0.0,0.0
,m1047732,0.0,0.0,0.0,0.0,0.0,0.0
,m1047737,0.0,0.0,0.0,0.0,0.0,0.0
,l3027157,0.0,0.0,0.0,0.0,0.0,0.0
338898a0b,l2973155,5.32,1.3399999999999999,0.0,0.0,0.0,0.0
2224500658a0b,l3784018,3.55,0.89,0.0,0.0,0.0,0.0
,n1136028,0.0,0.0,0.0,0.0,0.0,0.0
226193345a0b,l2876797,5.32,1.33,0.0,0.0,0.0,0.0
,r18241,0.0,0.0,0.0,0.0,0.0,0.0
,m1047763,0.0,0.0,0.0,0.0,0.0,0.0
,n1134479,0.0,0.0,0.0,0.0,0.0,0.0
,d5682346-3_int,0.0,0.0,0.0,0.0,0.0,0.0
,e206211,0.0,0.0,0.0,0.0,0.0,0.0
,n1134480,0.0,0.0,0.0,0.0,0.0,0.0
,m1069519,0.0,0.0,0.0,0.0,0.0,0.0
,n1136354,0.0,0.0,0.0,0.0,0.0,0.0
338984a0b,l2748144,8.870000000000001,2.23,0.0,0.0,0.0,0.0
,m1069533,0.0,0.0,0.0,0.0,0.0,0.0
,n1136356,0.0,0.0,0.0,0.0,0.0,0.0
,m1069549,0.0,0.0,0.0,0.0,0.0,0.0
,m1069556,0.0,0.0,0.0,0.0,0.0,0.0
,m1069564,0.0,0.0,0.0,0.0,0.0,0.0
,n1136363,0.0,0.0,0.0,0.0,0.0,0.0
,r18245,0.0,0.0,0.0,0.0,0.0,0.0
,e182746,0.0,0.0,0.0,0.0,0.0,0.0
,d5504876-1_int,0.0,0.0,0.0,0.0,0.0,0.0
,p829965,0.0,0.0,0.0,0.0,0.0,0.0
,l2936271,5.32,1.33,0.0,0.0,0.0,0.0
,m1142815,0.0,0.0,0.0,0.0,0.0,0.0
,m1142814,0.0,0.0,0.0,0.0,0.0,0.0
,m1142810,0.0,0.0,0.0,0.0,0.0,0.0
,m1142813,0.0,0.0,0.0,0.0,0.0,0.0
,m1142der480-1,0.0,0.0,0.0,0.0,0.0,0.0
,m1142-lng1,0.0,0.0,0.0,0.0,0.0,0.0
,p901945,0.0,0.0,0.0,0.0,0.0,0.0
,m1125988,0.0,0.0,0.0,0.0,0.0,0.0
260595c0b,l2767340,26.599999999999998,6.67,29.18,7.31,30.52,7.6499999999999995
,m3037449,0.0,0.0,0.0,0.0,0.0,0.0
,m1069518,0.0,0.0,0.0,0.0,0.0,0.0
,n1136366,0.0,0.0,0.0,0.0,0.0,0.0
,l2916620,3.55,0.89,3.89,0.98,4.07,1.02
,l2689691,8.87,2.2199999999999998,0.0,0.0,0.0,0.0
,m1009763,0.0,0.0,0.0,0.0,0.0,0.0
,e182733,0.0,0.0,0.0,0.0,0.0,0.0
,f739845,0.0,0.0,0.0,0.0,0.0,0.0
,293471,8.87,2.23,9.729999999999999,2.44,10.17,2.55
,d5686080-1_int,0.0,0.0,0.0,0.0,0.0,0.0
,p827580,0.0,0.0,0.0,0.0,0.0,0.0
,n1145954,0.0,0.0,0.0,0.0,0.0,0.0
,p827527,0.0,0.0,0.0,0.0,0.0,0.0
,n1136658,0.0,0.0,0.0,0.0,0.0,0.0
,m1047566,0.0,0.0,0.0,0.0,0.0,0.0
,n1140825,0.0,0.0,0.0,0.0,0.0,0.0
293663c0b,l3216368,0.0,0.0,0.0,0.0,6.1,1.53
,n1140827,0.0,0.0,0.0,0.0,0.0,0.0
,m1026726,0.0,0.0,0.0,0.0,0.0,0.0
,l2814529,17.740000000000002,4.45,19.45,4.88,20.34,5.09
,n1140823,0.0,0.0,0.0,0.0,0.0,0.0
21393643c0b,l2851933,8.87,2.23,9.73,2.44,15.260000000000002,3.83
,l3207907,17.740000000000002,4.449999999999999,29.18,7.3100000000000005,20.34,5.09
,m3037441,0.0,0.0,0.0,0.0,0.0,0.0
,p829977,0.0,0.0,0.0,0.0,0.0,0.0
,m1186061,0.0,0.0,0.0,0.0,0.0,0.0
,l3139366,8.870000000000001,2.23,0.0,0.0,0.0,0.0
,m4362177,0.0,0.0,0.0,0.0,0.0,0.0
,m1186052,0.0,0.0,0.0,0.0,0.0,0.0
,198-5320,0.0,0.0,0.0,0.0,0.0,0.0
,221-311359,0.0,0.0,0.0,0.0,0.0,0.0
,l3234149,88.68,22.22,97.25999999999999,24.38,101.7,25.49
,l2730149,0.0,0.0,0.0,0.0,6.1,1.53
,l2728247,3.55,0.89,9.73,2.4400000000000004,4.07,1.02
,196-29518,0.0,0.0,0.0,0.0,0.0,0.0
,l3122816,0.0,0.0,9.73,2.44,0.0,0.0
,l2673313,0.0,0.0,9.73,2.4400000000000004,0.0,0.0
,m1027011,0.0,0.0,0.0,0.0,0.0,0.0
321840b0b,l2804256,0.0,0.0,3.89,0.97,0.0,0.0
,m1026960,0.0,0.0,0.0,0.0,0.0,0.0
321852c0b,l2916608,0.0,0.0,0.0,0.0,4.07,1.02
,m1027002,0.0,0.0,0.0,0.0,0.0,0.0
356063c0b,l3160103,0.0,0.0,0.0,0.0,6.1000000000000005,1.52
,m1026950,0.0,0.0,0.0,0.0,0.0,0.0
321859b0b,l3254213,0.0,0.0,9.73,2.44,0.0,0.0
,m1027039,0.0,0.0,0.0,0.0,0.0,0.0
,m1026915,0.0,0.0,0.0,0.0,0.0,0.0
,d5774457-1_int,0.0,0.0,0.0,0.0,0.0,0.0
,m1026920,0.0,0.0,0.0,0.0,0.0,0.0
,m1026926,0.0,0.0,0.0,0.0,0.0,0.0
,m1026927,0.0,0.0,0.0,0.0,0.0,0.0
,m1026954,0.0,0.0,0.0,0.0,0.0,0.0
,m1027013,0.0,0.0,0.0,0.0,0.0,0.0
,m1027023,0.0,0.0,0.0,0.0,0.0,0.0
,m1027043,0.0,0.0,0.0,0.0,0.0,0.0
,m1027055,0.0,0.0,0.0,0.0,0.0,0.0
,m3763624,0.0,0.0,0.0,0.0,0.0,0.0
,m3763618,0.0,0.0,0.0,0.0,0.0,0.0
293655c0b,l2729414,8.870000000000001,2.23,9.73,2.44,10.17,2.55
,n1140817,0.0,0.0,0.0,0.0,0.0,0.0
,m1026970,0.0,0.0,0.0,0.0,0.0,0.0
,m1026977,0.0,0.0,0.0,0.0,0.0,0.0
,m1026978,0.0,0.0,0.0,0.0,0.0,0.0
,m1026979,0.0,0.0,0.0,0.0,0.0,0.0
,m1026984,0.0,0.0,0.0,0.0,0.0,0.0
,m1026986,0.0,0.0,0.0,0.0,0.0,0.0
,m1026997,0.0,0.0,0.0,0.0,0.0,0.0
,m1027000,0.0,0.0,0.0,0.0,0.0,0.0
,m1089145,0.0,0.0,0.0,0.0,0.0,0.0
,l3215385,13.299999999999999,3.33,19.45,4.88,15.26,3.83
228091193c0b,l3047289,17.740000000000002,4.45,19.450000000000003,4.87,20.34,5.1
293652c0b,l3235258,5.32,1.34,14.59,3.6500000000000004,6.1,1.5299999999999998
,221-242079,0.0,0.0,0.0,0.0,0.0,0.0
2129466c0b,l3011293,17.740000000000002,4.45,19.45,4.88,20.34,5.1
,221-308718,0.0,0.0,0.0,0.0,0.0,0.0
,l2803199,17.740000000000002,4.45,19.45,4.87,20.34,5.1
,221-311609,0.0,0.0,0.0,0.0,0.0,0.0
227921427c0b,l2915542,17.740000000000002,4.4399999999999995,19.45,4.880000000000001,20.34,5.1
,221-311905,0.0,0.0,0.0,0.0,0.0,0.0
227760024c0b,l3215203,17.740000000000002,4.44,19.450000000000003,4.87,20.34,5.1
,p862322,0.0,0.0,0.0,0.0,0.0,0.0
,p850080,0.0,0.0,0.0,0.0,0.0,0.0
,p850072,0.0,0.0,0.0,0.0,0.0,0.0
,p827563,0.0,0.0,0.0,0.0,0.0,0.0
,n1138595,0.0,0.0,0.0,0.0,0.0,0.0
,m3036167,0.0,0.0,0.0,0.0,0.0,0.0
,l3085391,0.0,0.0,19.45,4.88,0.0,0.0
337687b0b,l2973156,0.0,0.0,5.84,1.46,0.0,0.0
,d6017295-1_int,0.0,0.0,0.0,0.0,0.0,0.0
,m1069393,0.0,0.0,0.0,0.0,0.0,0.0
,m1069408,0.0,0.0,0.0,0.0,0.0,0.0
,l3029501,0.0,0.0,5.84,1.47,0.0,0.0
,m3036165,0.0,0.0,0.0,0.0,0.0,0.0
,l3235252,0.0,0.0,9.73,2.44,0.0,0.0
,l3197636,0.0,0.0,9.73,2.44,0.0,0.0
,m1047424,0.0,0.0,0.0,0.0,0.0,0.0
,l3104127,0.0,0.0,9.73,2.44,0.0,0.0
,l2691949,0.0,0.0,9.73,2.44,0.0,0.0
,l2692000,0.0,0.0,0.0,0.0,0.0,0.0
,l2841000,0.0,0.0,0.0,0.0,0.0,0.0
337720a0b,l2841648,5.32,1.33,0.0,0.0,0.0,0.0
,m1047409,0.0,0.0,0.0,0.0,0.0,0.0
,m1069285,0.0,0.0,0.0,0.0,0.0,0.0
,m4113348,0.0,0.0,0.0,0.0,0.0,0.0
,m1069284,0.0,0.0,0.0,0.0,0.0,0.0
,p850401,0.0,0.0,0.0,0.0,0.0,0.0
,221-311583,0.0,0.0,0.0,0.0,0.0,0.0
,n1139250,0.0,0.0,0.0,0.0,0.0,0.0
227917119a0b,l2821770,13.3,3.33,0.0,0.0,0.0,0.0
,m1069247,0.0,0.0,0.0,0.0,0.0,0.0
,m1069248,0.0,0.0,0.0,0.0,0.0,0.0
,l2915534,13.3,3.33,0.0,0.0,0.0,0.0
,193-48013,0.0,0.0,0.0,0.0,0.0,0.0
,p850400,0.0,0.0,0.0,0.0,0.0,0.0
,221-311595,0.0,0.0,0.0,0.0,0.0,0.0
,n1139251,0.0,0.0,0.0,0.0,0.0,0.0
,m1069249,0.0,0.0,0.0,0.0,0.0,0.0
,l2803194,0.0,0.0,0.0,0.0,15.26,3.82
227917133c0b,l3047073,0.0,0.0,0.0,0.0,10.17,2.54
,m1069250,0.0,0.0,0.0,0.0,0.0,0.0
227917127c0b,l2690868,0.0,0.0,0.0,0.0,20.34,5.1
,228-979371-2_int,0.0,0.0,0.0,0.0,0.0,0.0
,p904451,0.0,0.0,0.0,0.0,0.0,0.0
,221-282819,0.0,0.0,0.0,0.0,0.0,0.0
,n1230122,0.0,0.0,0.0,0.0,0.0,0.0
226308717a0b,l3233412,17.740000000000002,4.45,0.0,0.0,0.0,0.0
,m1108413,0.0,0.0,0.0,0.0,0.0,0.0
,m1108460,0.0,0.0,0.0,0.0,0.0,0.0
226308720a0b,l2821087,26.6,6.67,0.0,0.0,0.0,0.0
226308721a0b,l2990098,17.740000000000002,4.4399999999999995,0.0,0.0,0.0,0.0
,m1108462,0.0,0.0,0.0,0.0,0.0,0.0
226308728a0b,l3027671,13.3,3.33,0.0,0.0,0.0,0.0
,m1108423,0.0,0.0,0.0,0.0,0.0,0.0
,m1108393,0.0,0.0,0.0,0.0,0.0,0.0
,193-51796,0.0,0.0,0.0,0.0,0.0,0.0
,228-1048090-1_int,0.0,0.0,0.0,0.0,0.0,0.0
,m1108433,0.0,0.0,0.0,0.0,0.0,0.0
226308729b0b,l3102286,0.0,0.0,29.18,7.3100000000000005,0.0,0.0
,m1108464,0.0,0.0,0.0,0.0,0.0,0.0
226308727b0b,l3233413,0.0,0.0,19.45,4.88,0.0,0.0
226308723b0b,l3252336,0.0,0.0,14.59,3.6500000000000004,0.0,0.0
,l2802480,0.0,0.0,29.18,7.31,0.0,0.0
,m1108459,0.0,0.0,0.0,0.0,0.0,0.0
,l3027670,0.0,0.0,29.18,7.31,0.0,0.0
,m1108412,0.0,0.0,0.0,0.0,0.0,0.0
226308716b0b,l2690187,0.0,0.0,29.18,7.31,0.0,0.0
226308710b0b,l2708744,0.0,0.0,29.18,7.32,0.0,0.0
,n1230123,0.0,0.0,0.0,0.0,0.0,0.0
,221-282818,0.0,0.0,0.0,0.0,0.0,0.0
,p904452,0.0,0.0,0.0,0.0,0.0,0.0
,m1069226,0.0,0.0,0.0,0.0,0.0,0.0
,d5712486-1_int,0.0,0.0,0.0,0.0,0.0,0.0
,e206210,0.0,0.0,0.0,0.0,0.0,0.0
,m1069225,0.0,0.0,0.0,0.0,0.0,0.0
,l3122819,0.0,0.0,0.0,0.0,15.26,3.83
,n1139544,0.0,0.0,0.0,0.0,0.0,0.0
302858c0b,l2897776,0.0,0.0,0.0,0.0,10.17,2.55
302859c0b,l3254215,0.0,0.0,0.0,0.0,6.1,1.53
,p1121283,0.0,0.0,0.0,0.0,0.0,0.0
